CATMAT;Status;Princípio Ativo;Quantidade (Numerador);U.M. (Numerador);Quantidade (Denominador);U.M. (Denominador);Forma Farmacêutica;Volume;Desc. Volume;Fator de Correção;Uni. de Consum;Uni. de Fornecimen;Lista;RENAME
BR0271360;Sim;CARBONATO DE CÁLCIO + LACTOGLICONATO DE CÁLCIO;PROB;;;;comprimido efervescente;;;1;"COMP.
";COMPRIMIDO;;Não
BR0414847;Sim;CARBONATO DE IODENAFILA;80;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267621;Sim;CARBONATO DE LÍTIO;300;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0271102;Sim;CARBONATO DE LÍTIO;450;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0267564;Sim;CARVEDILOL;12,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267565;Sim;CARVEDILOL;6,25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267566;Sim;CARVEDILOL;3,125;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267567;Sim;CARVEDILOL;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0326789;Sim;CEFACLOR;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267625-2;Sim;CEFALEXINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0417032;Sim;CEFALEXINA;1000;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Não
BR0271988;Sim;CEFUROXIMA;250;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Não
BR0271990;Sim;CEFUROXIMA;125;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Não
BR0271989;Sim;CEFUROXIMA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Não
BR0267151;Sim;CETOCONAZOL;200;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0340105;Sim;CETOPROFENO;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0340103;Sim;CETOPROFENO;150;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0340104;Sim;CETOPROFENO;200;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0385153;Sim;CETOROLACO DE TROMETAMOL;10;mg;;;comprimido sublingual;;;1;"COMP.
";COMPRIMIDO;;Não
BR0270813-1;Sim;CIANOCOBALAMINA + TIAMINA + PIRIDOXINA;5 + 100 + 100;mg + mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0282313;Sim;CICLOBENZAPRINA, CLORIDRATO;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272445;Sim;CICLOFENILA;200;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0268427;Sim;CICLOFOSFAMIDA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0309432;Sim;CILAZAPRIL;1;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0309433;Sim;CILAZAPRIL;2,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0309434;Sim;CILAZAPRIL;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0276377;Sim;CILOSTAZOL;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0276378;Sim;CILOSTAZOL;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267627;Sim;CIMETIDINA;200;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0354314;Sim;CIMETIDINA;400;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0305629;Sim;CIMICIFUGA RACEMOSA NUTT. ;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
0304788 INATIVO 50;Não;CINACALCETE;30;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0304788;Sim;CINACALCETE;30;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0304790;Sim;CINACALCETE;60;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267628;Sim;CINARIZINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267629;Sim;CINARIZINA;75;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0308738;Sim;CIPROFIBRATO;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0308738E;Sim;CIPROFIBRATO;100;mg;;;comprimido;;;1;;COMPRIMIDO;;Não
BR0268077E;Sim;CIPROTERONA;50;mg;;;comprimido;;;1;;COMPRIMIDO;;Não
BR0318945;Sim;CITALOPRAM;40;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272903;Sim;CITALOPRAM;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272005;Sim;CITICOLINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0433023;Sim;CITRATO DE CALCIO + COLECALCIFEROL;250 + 2,5;mg + mcg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0328106;Sim;CITRATO DE CLOMIFENO;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272489;Sim;CITRATO DE DIETILCARBAMAZINA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0305449;Sim;CITRATO DE POTÁSSIO;540;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0305450;Sim;CITRATO DE POTÁSSIO;1.080;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0273820;Sim;CITRATO DE SILDENAFILA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0273821;Sim;CITRATO DE SILDENAFILA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0319883;Sim;CITRATO DE SILDENAFILA;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272022;Sim;CITRATO DE TAMOXIFENO;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272023;Sim;CITRATO DE TAMOXIFENO;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0268439-1;Sim;CLARITROMICINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0269986-2;Sim;CLARITROMICINA;250;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0272901;Sim;CLOBAZAM;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Sim
BR0272901E;Sim;CLOBAZAM;10;mg;;;comprimido;;;1;;COMPRIMIDO;B01;Não
BR0272902E;Sim;CLOBAZAM;20;mg;;;comprimido;;;1;;COMPRIMIDO;B01;Não
BR0272902;Sim;CLOBAZAM;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Sim
BR0270118;Sim;CLONAZEPAM;0,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0270119;Sim;CLONAZEPAM;2;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0344014;Sim;CLONAZEPAM;0,25;mg;;;comprimido sublingual;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0274811;Sim;CLONIXINATO DE LISINA;125;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272045E;Sim;CLOPIDOGREL;75;mg;;;comprimido;;;1;;COMPRIMIDO;;Não
BR0270445;Sim;CLORAMBUCILA;2;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0335097-1;Sim;CLORANFENICOL;250;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0335098;Sim;CLORANFENICOL;500;mg;;;comprimido;;;1;UN.;COMPRIMIDO;ANTIMICROBIANOS;Não
BR0272049;Sim;CLORDIAZEPÓXIDO;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0272050;Sim;CLORDIAZEPÓXIDO;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0267159;Sim;CLORETO DE POTÁSSIO;600;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0270986;Sim;CLORFENAMINA + PARACETAMOL + FENILEFRINA;4 + 400 + 4;mg + mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0327802;Sim;CLORIDRATO DE AMILORIDA + CLORTALIDONA;5 + 25;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0271162;Sim;CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA;5 + 50;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0271165;Sim;CLORIDRATO DE AMILORIDA + HIDROCLOROTIAZIDA;2,5 + 25;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267510;Sim;CLORIDRATO DE AMIODARONA;200;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0271709;Sim;CLORIDRATO DE AMIODARONA;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267512;Sim;CLORIDRATO DE AMITRIPTILINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0276333;Sim;CLORIDRATO DE AMITRIPTILINA;75;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0434111;Sim;CLORIDRATO DE AMITRIPTILINA;10;mg;;;comprimido de liberação controlada;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0277649;Sim;CLORIDRATO DE ANAGRELIDA;0,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0398269;Sim;CLORIDRATO DE ANFEPRAMONA;75;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;B02;Não
BR0272027;Sim;CLORIDRATO DE BAMIFILINA;600;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272028;Sim;CLORIDRATO DE BAMIFILINA;300;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0320824;Sim;CLORIDRATO DE BENAZEPRIL;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0320825;Sim;CLORIDRATO DE BENAZEPRIL;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0320829;Sim;CLORIDRATO DE BENAZEPRIL + HIDROCLOROTIAZIDA;10 + 12,5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0270140;Sim;CLORIDRATO DE BIPERIDENO ;2;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0270141;Sim;CLORIDRATO DE BIPERIDENO ;4;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0400390;Sim;CLORIDRATO DE BUCLIZINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0268994;Sim;CLORIDRATO DE BUPROPIONA;150;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0268994-1;Sim;CLORIDRATO DE BUPROPIONA;150;mg;;;comprimido de liberação controlada;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0272572;Sim;CLORIDRATO DE BUSPIRONA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272573;Sim;CLORIDRATO DE BUSPIRONA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272166;Sim;CLORIDRATO DE CICLOBENZAPRINA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0407075;Sim;CLORIDRATO DE CICLOBENZAPRINA + CAFEINA;5 + 30;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0393831;Sim;CLORIDRATO DE CICLOBENZAPRINA + CLONIXINATO DE LISINA;5 + 125;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267631;Sim;CLORIDRATO DE CIPROFLOXACINO;250;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0267632;Sim;CLORIDRATO DE CIPROFLOXACINO;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0267522;Sim;CLORIDRATO DE CLOMIPRAMINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0267523;Sim;CLORIDRATO DE CLOMIPRAMINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0272041;Sim;CLORIDRATO DE CLOMIPRAMINA;75;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272042;Sim;CLORIDRATO DE CLONIDINA;0,2;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272043;Sim;CLORIDRATO DE CLONIDINA;0,1;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272044;Sim;CLORIDRATO DE CLONIDINA;0,15;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267635;Sim;CLORIDRATO DE CLORPROMAZINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0267638;Sim;CLORIDRATO DE CLORPROMAZINA;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0267568;Sim;CLORIDRATO DE DILTIAZEM;60;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267569;Sim;CLORIDRATO DE DILTIAZEM;30;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267571-1;Sim;CLORIDRATO DE DILTIAZEM;90;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267572;Sim;CLORIDRATO DE DILTIAZEM;120;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0302442;Sim;CLORIDRATO DE DULOXETINA;30;mg;;;comprimido;;;1;CAPS.;CAPSULA;C01;Não
BR0299766;Sim;CLORIDRATO DE ETAMBUTOL;400;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0272220;Sim;CLORIDRATO DE FEMPROPOREX;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B02;Não
BR0272979;Sim;CLORIDRATO DE FENAZOPIRIDINA;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Não
BR0270798;Sim;CLORIDRATO DE FEXOFENADINA;120;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0270799;Sim;CLORIDRATO DE FEXOFENADINA;180;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0395144;Sim;CLORIDRATO DE FLUFENAZINA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0273009-2;Sim;CLORIDRATO DE FLUOXETINA;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Sim
BR0305464-1;Sim;CLORIDRATO DE FLUOXETINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0273310;Sim;CLORIDRATO DE HIDROXIZINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0273311;Sim;CLORIDRATO DE HIDROXIZINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267292;Sim;CLORIDRATO DE IMIPRAMINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0267293;Sim;CLORIDRATO DE IMIPRAMINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0274482;Sim;CLORIDRATO DE ISOXSUPRINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0400853;Sim;CLORIDRATO DE IVABRADINA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0400854;Sim;CLORIDRATO DE IVABRADINA;7,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0273264;Sim;CLORIDRATO DE LOPERAMIDA;2;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0404403;Sim;CLORIDRATO DE MANIDIPINO + CLORIDRATO DE DELAPRIL;10 + 30;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0305483;Sim;CLORIDRATO DE MAPROTILINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0305484;Sim;CLORIDRATO DE MAPROTILINA;75;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0273221;Sim;CLORIDRATO DE MEMANTINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0268093;Sim;CLORIDRATO DE METADONA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;A01;Sim
BR0268092;Sim;CLORIDRATO DE METADONA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;A01;Sim
BR0267690;Sim;CLORIDRATO DE METFORMINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267691;Sim;CLORIDRATO DE METFORMINA;850;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0296486;Sim;CLORIDRATO DE METFORMINA;1;g;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0388797;Sim;CLORIDRATO DE METFORMINA;750;mg;;;comprimido de liberação controlada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0388796;Sim;CLORIDRATO DE METFORMINA;500;mg;;;comprimido de liberação controlada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0278647;Sim;CLORIDRATO DE METFORMINA + GLIBENCLAMIDA;250 + 1,25;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0278648;Sim;CLORIDRATO DE METFORMINA + GLIBENCLAMIDA;500 + 2,5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0278649;Sim;CLORIDRATO DE METFORMINA + GLIBENCLAMIDA;500 + 5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0431570;Sim;CLORIDRATO DE METFORMINA + SAXAGLIPTINA;1.000 + 2,5;mg + mg;;;comprimido de liberação controlada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0429879;Sim;CLORIDRATO DE METFORMINA + SAXAGLIPTINA;1.000 + 5;mg + mg;;;comprimido;;;1;;COMPRIMIDO;;Sim
BR0272320;Sim;CLORIDRATO DE METILFENIDATO;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;A03;Não
BR0308224;Sim;CLORIDRATO DE METILFENIDATO;18;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;A03;Não
BR0308225;Sim;CLORIDRATO DE METILFENIDATO;54;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;A03;Não
BR0308226;Sim;CLORIDRATO DE METILFENIDATO;36;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;A03;Não
BR0267312;Sim;CLORIDRATO DE METOCLOPRAMIDA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267376;Sim;CLORIDRATO DE MIDAZOLAM;7,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B01;Não
BR0413606;Sim;CLORIDRATO DE MIDODRINA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0413607;Sim;CLORIDRATO DE MIDODRINA;2,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0413608;Sim;CLORIDRATO DE MIDODRINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0268163;Sim;CLORIDRATO DE MINOCICLINA;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0273450;Sim;CLORIDRATO DE MOXIFLOXACINO;400;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;ANTIMICROBIANOS;Sim
BR0273706;Sim;CLORIDRATO DE NARATRIPTANA;2,5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0271609-2;Sim;CLORIDRATO DE NORTRIPTILINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0271610-1;Sim;CLORIDRATO DE NORTRIPTILINA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0268505;Sim;CLORIDRATO DE ONDANSETRONA;8;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0268506;Sim;CLORIDRATO DE ONDANSETRONA;4;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0272327;Sim;CLORIDRATO DE OXIBUTININA;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0365441;Sim;CLORIDRATO DE OXIBUTININA;10;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;;Não
BR0393729;Sim;CLORIDRATO DE OXICODONA;10;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;A01;Não
BR0393730;Sim;CLORIDRATO DE OXICODONA;20;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;A01;Não
BR0393731;Sim;CLORIDRATO DE OXICODONA;40;mg;;;comprimido de liberação prolongada;;;1;;COMPRIMIDO;A01;Não
BR0273940;Sim;CLORIDRATO DE PAROXETINA;20;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0273941;Sim;CLORIDRATO DE PAROXETINA;30;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0298768;Sim;CLORIDRATO DE PAROXETINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0298769;Sim;CLORIDRATO DE PAROXETINA;40;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0357058;Sim;CLORIDRATO DE PAROXETINA;15;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0296302;Sim;CLORIDRATO DE PAROXETINA;25;mg;;;comprimido de liberação prolongada;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0305491;Sim;CLORIDRATO DE PIOGLITAZONA;45;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0305492;Sim;CLORIDRATO DE PIOGLITAZONA;30;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0305493;Sim;CLORIDRATO DE PIOGLITAZONA;15;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267774;Sim;CLORIDRATO DE PIRIDOXINA;40;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0272337;Sim;CLORIDRATO DE PIRIDOXINA;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0272338;Sim;CLORIDRATO DE PIRIDOXINA;300;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0376695;Sim;CLORIDRATO DE PIRIDOXINA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0432140;Sim;CLORIDRATO DE PIRIDOXINA;500;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272824;Sim;CLORIDRATO DE PRAMIPEXOL;0,125;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272825;Sim;CLORIDRATO DE PRAMIPEXOL;0,25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272826;Sim;CLORIDRATO DE PRAMIPEXOL;1;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0407704;Sim;CLORIDRATO DE PRASUGREL;5;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0407705;Sim;CLORIDRATO DE PRASUGREL;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267768;Sim;CLORIDRATO DE PROMETAZINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0272412;Sim;CLORIDRATO DE PROPAFENONA;300;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0384894;Sim;CLORIDRATO DE PROPAFENONA;150;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267771;Sim;CLORIDRATO DE PROPRANOLOL;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267772;Sim;CLORIDRATO DE PROPRANOLOL;40;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267770;Sim;CLORIDRATO DE PROPRANOLOL;80;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0292764;Sim;CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA;40 + 12,5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0292765;Sim;CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA;40 + 25;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0292767;Sim;CLORIDRATO DE PROPRANOLOL + HIDROCLOROTIAZIDA;80 + 12,5;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0363379;Sim;CLORIDRATO DE QUININA + PAPAVERINA;100 + 40;mg + mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272834;Sim;CLORIDRATO DE RALOXIFENO;60;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0267736;Sim;CLORIDRATO DE RANITIDINA ;150;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Sim
BR0267737;Sim;CLORIDRATO DE RANITIDINA ;300;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272363;Sim;CLORIDRATO DE SERTRALINA;100;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272364;Sim;CLORIDRATO DE SERTRALINA;25;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272364-1;Sim;CLORIDRATO DE SERTRALINA;75;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272365;Sim;CLORIDRATO DE SERTRALINA;50;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;C01;Não
BR0272082;Sim;CLORIDRATO DE SEVELÂMER;400;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0272083;Sim;CLORIDRATO DE SEVELÂMER;800;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;;Não
BR0273838;Sim;CLORIDRATO DE SIBUTRAMINA;10;mg;;;comprimido;;;1;"COMP.
";COMPRIMIDO;B02;Não
