"CO_SEQ_ID";"NU_ISID";"NO_NM";"NO_NM_PT_BR";"CO_DCBCD";"CO_NCAS";"NO_DESCR_PT_BR"
"6919";"@brasil12481431189";"darbepoetin alfa";"alfadarbepoetina";"00501";"209810-58-2";"DCB"
"6920";"@brasil12165432871";"alfadi-hidroergocriptina";"alfadi-hidroergocriptina";"10679";"25447-66-9";"DCB"
"6921";"@brasil13382871096";"dornase alfa";"alfadornase";"00505";"143831-71-4";"DCB"
"6922";"@brasil10418057180";"drotrecogin alfa";"alfadrotrecogina";"00506";"98530-76-8";"DCB"
"6923";"@brasil11941672918";"alfaefmoroctocogue";"alfaefmoroctocogue";"11081";"1270012-79-7";"DCB"
"6924";"@brasil18454193357";"alfaeftrenonacogue";"alfaeftrenonacogue";"11080";"1270012-74-2";"DCB"
"6925";"@brasil16445948346";"elosulfase alfa";"alfaelosulfase";"09422";"9025-60-9";"DCB"
"6926";"@brasil16867161965";"epoetin alfa";"alfaepoetina";"00508";"113427-24-0";"DCB"
"6927";"@brasil14997965100";"eptacog alfa activated";"alfaeptacogue ativado";"00509";"102786-61-8";"DCB"
"6928";"@brasil14388339913";"alfaestradiol";"alfaestradiol";"00510";"57-91-0";"DCB"
"6929";"@brasil16947804573";"follitropin alfa";"alfafolitropina";"00512";"56832-30-5";"DCB"
"6930";"@brasil11574003435";"interferon alfa-2a";"alfainterferona 2a";"00515";"76543-88-9";"DCB"
"6931";"@brasil17026603766";"interferon alfa-2b";"alfainterferona 2b";"00516";"99210-65-8";"DCB"
"6932";"@brasil10411008837";"lutropin alfa";"alfalutropina";"00517";"152923-57-4";"DCB"
"6933";"@brasil10975233195";"dihydro-alpha-ergocryptine mesylate";"alfamesilato de di-hidroergocriptina";"10680";"14271-05-7";"DCB"
"6934";"@brasil13643139770";"moroctocog alfa";"alfamoroctocogue";"00522";"154343-54-9";"DCB"
"6935";"@brasil15289999575";"nonacog alfa";"alfanonacogue";"00523";"113478-33-4";"DCB"
"6936";"@brasil15520578877";"octocog alfa";"alfaoctocogue";"00524";"139076-62-3";"DCB"
"6937";"@brasil11732895970";"peginterferon alfa-2a";"alfapeginterferona 2a";"00525";"198153-51-4";"DCB"
"6938";"@brasil12102743527";"peginterferon alfa-2b";"alfapeginterferona 2b";"00526";"215647-85-1";"DCB"
"6939";"@brasil15315030034";"alpha-pinene";"alfapineno";"09356";"80-56-8";"DCB"
"6940";"@brasil10266919898";"poractant alfa";"alfaporactanto";"10033";"129069-19-8";"DCB"
"6941";"@brasil15389509698";"alphaprodine";"alfaprodina";"00527";"77-20-3";"DCB"
"6942";"@brasil16146789104";"alfaprostol";"alfaprostol";"00529";"74176-31-1";"DCB"
"6943";"@brasil14565416735";"simoctocog alfa";"alfasimoctocogue";"11212";"1219013-68-9";"DCB"
"6944";"@brasil14386716673";"alfataliglicerase";"alfataliglicerase";"09943";"37228-64-1";"DCB"
"6945";"@brasil18237333471";"thyrotropin alfa";"alfatirotropina";"00531";"194100-83-9";"DCB"
"6946";"@brasil18026517644";"turoctocog alfa";"alfaturoctocogue";"09945";"1192451-26-5";"DCB"
"6947";"@brasil15420588118";"velaglucerase alfa";"alfavelaglicerase";"09814";"884604-91-5";"DCB"
"6948";"@brasil13023387968";"alfentanil";"alfentanila";"00534";"71195-58-9";"DCB"
"6949";"@brasil18855175792";"alfuzosina";"alfuzosina";"00539";"81403-80-7";"DCB"
"6950";"@brasil15205715367";"algestona acetofenida";"algestona acetofenida";"09347";"24356-94-3";"DCB"
"6951";"@brasil19463049766";"sodium alginate";"alginato de sódio";"10631";"9005-38-3";"DCB"
"6952";"@brasil11698103044";"alglucerase";"alglucerase";"00544";"143003-46-7";"DCB"
"6953";"@brasil10101366228";"allylestrenol";"alilestrenol";"00550";"432-60-0";"DCB"
"6954";"@brasil15412522315";"alimemazine";"alimemazina";"00555";"84-96-8";"DCB"
"6955";"@brasil16758513203";"alirocumab";"alirocumabe";"11254";"1245916-14-6";"DCB"
"6956";"@brasil17554999380";"aliskiren";"alisquireno";"00559";"173334-57-1";"DCB"
"6957";"@brasil17499457602";"alitretinoin";"alitretinoína";"00560";"5300-03-8";"DCB"
"6958";"@brasil14832290181";"allium cepa";"allium cepa";"10123";\N;"DCB"
"6959";"@brasil11663078405";"allium sativum l.";"allium sativum l.";"10819";\N;"DCB"
"6960";"@brasil13818521790";"almagate";"almagato";"00563";"66827-12-1";"DCB"
"6961";"@brasil14103374045";"almasilate";"almasilato";"00565";"71205-22-6";"DCB"
"6962";"@brasil19061305166";"almecillin";"almecilina";"00566";"87-09-2";"DCB"
"6963";"@brasil12996404004";"alminoprofen";"alminoprofeno";"00568";"39718-89-3";"DCB"
"6964";"@brasil17798104831";"almitrine";"almitrina";"00569";"27469-53-0";"DCB"
"6965";"@brasil10001312456";"almotriptan";"almotriptana";"00573";"154323-57-6";"DCB"
"6966";"@brasil16612248089";"allobarbital";"alobarbital";"00577";"52-43-7";"DCB"
"6967";"@brasil13057303392";"aloe ferox mill.";"aloe ferox mill.";"10696";\N;"DCB"
"6968";"@brasil15449773002";"aloe vera (l.) burman f.";"aloe vera (l.) burman f.";"09893";\N;"DCB"
"6969";"@brasil18076955141";"alogliptin";"alogliptina";"10039";"850649-61-5";"DCB"
"6970";"@brasil14035457011";"aloin";"aloína";"00582";"5133-19-7";"DCB"
"6971";"@brasil15946419941";"allopurinol";"alopurinol";"00585";"315-30-0";"DCB"
"6972";"@brasil17625728981";"alosetrona";"alosetrona";"00587";"122852-42-0";"DCB"
"6973";"@brasil10289385392";"aloxiprin";"aloxiprina";"00590";"9014-67-9";"DCB"
"6974";"@brasil18569740323";"alpinia zerumbet (pers.) b.l. burtt & r.m. sm.";"alpinia zerumbet (pers.) b.l. burtt & r.m. sm.";"10860";\N;"DCB"
"6975";"@brasil11980545754";"alprazolam";"alprazolam";"00597";"28981-97-7";"DCB"
"6976";"@brasil14193508105";"alprenolol";"alprenolol";"00598";"13655-52-2";"DCB"
"6977";"@brasil15025903576";"alprostadil";"alprostadil";"00600";"745-65-3";"DCB"
"6978";"@brasil12548993873";"alprostadil alfaciclodextrina";"alprostadil alfaciclodextrina";"09689";\N;"DCB"
"6979";"@brasil17667258946";"alteplase";"alteplase";"00607";"105857-23-6";"DCB"
"6980";"@brasil10689313420";"althiazide";"altizida";"00609";"5588-16-9";"DCB"
"6981";"@brasil10444790571";"altrenogest";"altrenogeste";"00611";"850-52-2";"DCB"
"6982";"@brasil10156012903";"altretamine";"altretamina";"00612";"645-05-6";"DCB"
"6983";"@brasil19445693108";"alverine";"alverina";"00616";"150-59-4";"DCB"
"6984";"@brasil16760427146";"amantadine";"amantadina";"00622";"768-94-5";"DCB"
"6985";"@brasil15465056713";"fd&c yellow #6";"amarelo crepúsculo";"11240";"2783-94-0";"DCB"
"6986";"@brasil17044002437";"quinoline yellow";"amarelo de quinolina";"09592";"8004-92-0";"DCB"
"6987";"@brasil18824842355";"tartrazine stain";"amarelo de tartrazina";"11341";"1934-21-0";"DCB"
"6988";"@brasil12992204773";"ambra grisea";"ambra grisea";"10130";\N;"DCB"
"6989";"@brasil18486497110";"ambrisentan";"ambrisentana";"00630";"177036-94-1";"DCB"
"6990";"@brasil13455871541";"ambroxol";"ambroxol";"00631";"18683-91-5";"DCB"
"6991";"@brasil11819866681";"ambucetamide";"ambucetamida";"00635";"519-88-0";"DCB"
"6992";"@brasil18731719094";"ambuphylline";"ambufilina";"00636";"5634-34-4";"DCB"
"6993";"@brasil18198995735";"amikacin";"amicacina";"00648";"37517-28-5";"DCB"
"6994";"@brasil14799821705";"starch";"amido";"00657";"9005-25-8";"DCB"
"6995";"@brasil19402121628";"amiphenazole";"amifenazol";"00659";"490-55-1";"DCB"
"6996";"@brasil12611143338";"amifloxacin";"amifloxacino";"00662";"86393-37-5";"DCB"
"6997";"@brasil14849352113";"amifostine";"amifostina";"00664";"20537-88-6";"DCB"
"6998";"@brasil16413330859";"amylmetacresol";"amilmetacresol";"00666";"1300-94-3";"DCB"
"6999";"@brasil17518598265";"amylopectin";"amilopectina";"00670";"9037-22-3";"DCB"
"7000";"@brasil18352999059";"amiloride";"amilorida";"00671";"2609-46-3";"DCB"
"7001";"@brasil19209200811";"aminaftona";"aminaftona";"00674";"14748-94-8";"DCB"
"7002";"@brasil10987007189";"aminoacridina";"aminoacridina";"00681";"90-45-9";"DCB"
"7003";"@brasil17307433817";"aminophenazone";"aminofenazona";"00682";"58-15-1";"DCB"
"7004";"@brasil13576147828";"aminophylline";"aminofilina";"00685";"317-34-0";"DCB"
"7005";"@brasil15958437998";"aminofilina di-hidratada";"aminofilina di-hidratada";"09357";"49746-06-7";"DCB"
"7006";"@brasil19063746814";"aminoglutethimide";"aminoglutetimida";"00687";"125-84-8";"DCB"
"7007";"@brasil17443420389";"aminometradine";"aminometradina";"00688";"642-44-4";"DCB"
"7008";"@brasil10025861811";"aminopromazine";"aminopromazina";"00689";"58-37-7";"DCB"
"7009";"@brasil17799048196";"calcium aminosalicylate";"aminossalicilato de cálcio";"00695";"133-15-3";"DCB"
"7010";"@brasil18917655858";"sodium aminosalicylate";"aminossalicilato de sódio";"00696";"133-10-8";"DCB"
"7011";"@brasil11191135011";"amiodarone";"amiodarona";"00699";"1951-25-3";"DCB"
"7012";"@brasil19202707789";"amisometradine";"amisometradina";"00707";"550-28-7";"DCB"
"7013";"@brasil12440134222";"amisulpride";"amissulprida";"00708";"71675-85-9";"DCB"
"7014";"@brasil14592548052";"amitraz";"amitraz";"00710";"33089-61-1";"DCB"
"7015";"@brasil15642337905";"amitriptyline";"amitriptilina";"00711";"50-48-6";"DCB"
"7016";"@brasil14434045676";"amobarbital";"amobarbital";"00717";"57-43-2";"DCB"
"7017";"@brasil15243214977";"amobarbital sodium";"amobarbital sódico";"00718";"64-43-7";"DCB"
"7018";"@brasil12913938166";"amolanone";"amolanona";"00723";"76-65-3";"DCB"
"7019";"@brasil18840046205";"amorolfine";"amorolfina";"00727";"78613-35-1";"DCB"
"7020";"@brasil15458416839";"amoxapine";"amoxapina";"00732";"14028-44-5";"DCB"
"7021";"@brasil10771945891";"amoxicillin";"amoxicilina";"00734";"26787-78-0";"DCB"
"7022";"@brasil17484479244";"amoxicillin sodium";"amoxicilina sódica";"00735";"34642-77-8";"DCB"
"7023";"@brasil15106558858";"amoxicillin trihydrate";"amoxicilina tri-hidratada";"00736";"61336-70-7";"DCB"
"7024";"@brasil13079356869";"ampicillin";"ampicilina";"00738";"69-53-4";"DCB"
"7025";"@brasil10077108078";"ampicilina benzatina";"ampicilina benzatina";"00739";"33276-75-4";"DCB"
"7026";"@brasil11147470092";"ampicillin sodium";"ampicilina sódica";"00741";"69-52-3";"DCB"
"7027";"@brasil15506026534";"ampicillin trihydrate";"ampicilina tri-hidratada";"00742";"7177-48-2";"DCB"
"7028";"@brasil14087722704";"amprenavir";"amprenavir";"00747";"161814-49-9";"DCB"
"7029";"@brasil13920534227";"amprolium";"amprólio";"00748";"121-25-5";"DCB"
"7030";"@brasil17339503332";"anakinra";"anacinra";"00749";"143090-92-0";"DCB"
"7031";"@brasil14935914290";"anagrelide";"anagrelida";"00751";"68475-42-3";"DCB"
"7032";"@brasil12661061763";"ananas comosus (l.) merr.";"ananas comosus (l.) merr.";"10698";\N;"DCB"
"7033";"@brasil18497566251";"anas barbariae hepatis et cordis extractum";"anas barbariae hepatis et cordis extractum";"10797";\N;"DCB"
"7034";"@brasil14504646279";"anastrozole";"anastrozol";"00755";"120511-73-1";"DCB"
"7035";"@brasil17030532951";"ancestim";"ancestim";"00760";"163545-26-4";"DCB"
"7036";"@brasil11638726229";"amcinonide";"ancinonida";"00763";"51022-69-6";"DCB"
"7037";"@brasil17102032597";"ancrode";"ancrode";"00766";"9046-56-4";"DCB"
"7038";"@brasil10593984610";"androstanolone";"androstanolona";"00768";"521-18-6";"DCB"
"7039";"@brasil11663825568";"anethol";"anetol";"09677";"104-46-1";"DCB"
"7040";"@brasil16537174316";"amfecloral";"anfecloral";"00770";"5581-35-1";"DCB"
"7041";"@brasil17694395189";"amfetamine";"anfetamina";"00777";"300-62-9";"DCB"
"7042";"@brasil18860453308";"amfomycin";"anfomicina";"00783";"1402-82-0";"DCB"
"7043";"@brasil11219081282";"amphotericin b";"anfotericina b";"00786";"1397-89-3";"DCB"
"7044";"@brasil19514046793";"angiotensin ii";"angiotensina ii";"00787";"4474-91-3";"DCB"
"7045";"@brasil13912990430";"acetic anhydride";"anidrido acético";"11065";"108-24-7";"DCB"
"7046";"@brasil11022812081";"anidulafungin";"anidulafungina";"00790";"166663-25-8";"DCB"
"7047";"@brasil13375089421";"anileridine";"anileridina";"00791";"144-14-9";"DCB"
"7048";"@brasil13807011174";"anisindione";"anisindiona";"00798";"117-37-3";"DCB"
"7049";"@brasil18909787914";"anistreplase";"anistreplase";"00800";"81669-57-0";"DCB"
"7050";"@brasil13127906361";"amlexanox";"anlexanox";"00802";"68302-57-8";"DCB"
"7051";"@brasil18910168369";"amlodipine";"anlodipino";"00804";"88150-42-9";"DCB"
"7052";"@brasil15167123073";"anrinona";"anrinona";"00808";"60719-84-8";"DCB"
"7053";"@brasil19105110566";"amsacrine";"ansacrina";"00811";"51264-14-3";"DCB"
"7054";"@brasil10024183922";"antazoline";"antazolina";"00814";"91-75-8";"DCB"
"7055";"@brasil12805588218";"meglumine antimoniate";"antimoniato de meglumina";"05587";"133-51-7";"DCB"
"7056";"@brasil13955389636";"antimonium tartaricum";"antimonium tartaricum";"10147";\N;"DCB"
"7057";"@brasil11360183833";"antithrombin iii";"antitrombina iii";"00821";"9000-94-6";"DCB"
"7058";"@brasil14934750565";"apis mellifica";"apis mellifica";"10148";\N;"DCB"
"7059";"@brasil10593201638";"apixaban";"apixabana";"09819";"503612-47-3";"DCB"
"7060";"@brasil18161756802";"apomorphine";"apomorfina";"00830";"58-00-4";"DCB"
"7061";"@brasil19029179408";"apraclonidine";"apraclonidina";"00836";"66711-21-5";"DCB"
"7062";"@brasil10660626943";"apramycin";"apramicina";"00838";"37321-09-8";"DCB"
"7063";"@brasil16215596799";"aprepitant";"aprepitanto";"00839";"170729-80-3";"DCB"
"7064";"@brasil19096103475";"aprobarbital";"aprobarbital";"00843";"77-02-1";"DCB"
"7065";"@brasil16833727289";"aprotinin";"aprotinina";"00846";"9087-70-1";"DCB"
"7066";"@brasil16880326331";"arbutamine";"arbutamina";"00856";"128470-16-6";"DCB"
"7067";"@brasil13900450097";"arcitumomab";"arcitumomabe";"00858";"154361-48-5";"DCB"
"7068";"@brasil18861271801";"ardeparin sodium";"ardeparina sódica";"00861";"9041-08-1";"DCB"
"7069";"@brasil12605009024";"argatrobana";"argatrobana";"00864";"74863-84-6";"DCB"
"7070";"@brasil16441230023";"argentum nitricum";"argentum nitricum";"10156";\N;"DCB"
"7071";"@brasil14391123357";"arginine";"arginina";"00866";"74-79-3";"DCB"
"7072";"@brasil12631927022";"argipressin";"argipressina";"00872";"113-79-1";"DCB"
"7073";"@brasil19986265346";"aripiprazole";"aripiprazol";"00875";"129722-12-9";"DCB"
"7074";"@brasil12035545977";"aripiprazole lauroxil";"aripiprazol lauroxila";"11130";"1259305-29-7";"DCB"
"7075";"@brasil10218934155";"armodafinil";"armodafinila";"10629";"112111-43-0";"DCB"
"7076";"@brasil14988033150";"arnica montana";"arnica montana";"10159";\N;"DCB"
"7077";"@brasil14283363598";"arnica montana l.";"arnica montana l.";"09894";\N;"DCB"
"7078";"@brasil16452718847";"arsenicum album";"arsenicum album";"10160";\N;"DCB"
"7079";"@brasil19413503750";"arsenicum iodatum";"arsenicum iodatum";"10161";\N;"DCB"
"7080";"@brasil17709362521";"arsthinol";"arstinol";"00883";"119-96-0";"DCB"
"7081";"@brasil10306301665";"artemether";"arteméter";"00885";"71963-77-4";"DCB"
"7082";"@brasil18403421068";"artemisinin";"artemisinina";"00886";"63968-64-9";"DCB"
"7083";"@brasil11098200660";"artenimol";"artenimol";"00888";"81496-81-3";"DCB"
"7084";"@brasil10280740400";"artesunate";"artesunato";"09673";"88495-63-0";"DCB"
"7085";"@brasil18109100327";"artesunato de sódio";"artesunato de sódio";"00889";"82864-68-4";"DCB"
"7086";"@brasil19703280746";"articaine";"articaína";"00890";"23964-58-1";"DCB"
"7087";"@brasil14189103061";"calcium ascorbate";"ascorbato de cálcio";"00106";"5743-27-1";"DCB"
"7088";"@brasil11835673377";"sodium ascorbate";"ascorbato de sódio";"00107";"134-03-2";"DCB"
"7089";"@brasil16611058008";"asenapine";"asenapina";"11066";"65576-45-6";"DCB"
"7090";"@brasil17548270221";"asparagine";"asparagina";"00898";"70-47-3";"DCB"
"7091";"@brasil17908177390";"asparaginase";"asparaginase";"00899";"9015-68-3";"DCB"
"7092";"@brasil16896076598";"aspartame";"aspartamo";"00900";"22839-47-0";"DCB"
"7093";"@brasil10755851128";"aspartato de arginina";"aspartato de arginina";"00868";"7675-83-4";"DCB"
"7094";"@brasil13091026154";"magnesium aspartate";"aspartato de magnésio";"00110";"1187-91-3";"DCB"
"7095";"@brasil13187577698";"ornithine aspartate";"aspartato de ornitina";"06642";"3230-94-2";"DCB"
"7096";"@brasil16664810334";"astemizole";"astemizol";"00904";"68844-77-9";"DCB"
"7097";"@brasil13761318886";"asunaprevir";"asunaprevir";"11030";"630420-16-5";"DCB"
"7098";"@brasil18812163739";"attapulgite activated";"atapulgita ativada";"00909";"12174-11-7";"DCB"
"7099";"@brasil12776862346";"atazanavir";"atazanavir";"09566";"198904-31-3";"DCB"
"7100";"@brasil17447820823";"atenolol";"atenolol";"00911";"29122-68-7";"DCB"
"7101";"@brasil18908517385";"atomoxetine";"atomoxetina";"08769";"83015-26-3";"DCB"
"7102";"@brasil12199124769";"atorvastatin";"atorvastatina";"00919";"134523-00-5";"DCB"
"7103";"@brasil14270071995";"atorvastatin calcium";"atorvastatina cálcica";"00920";"134523-03-8";"DCB"
"7104";"@brasil14752985977";"atorvastatin calcium trihydrate";"atorvastatina cálcica tri-hidratada";"11361";"344423-98-9";"DCB"
"7105";"@brasil10954714212";"atosiban";"atosibana";"00923";"90779-69-4";"DCB"
"7106";"@brasil10514613435";"atovaquone";"atovaquona";"00924";"95233-18-4";"DCB"
"7107";"@brasil19708924850";"atracurium";"atracúrio";"00925";"64228-79-1";"DCB"
"7108";"@brasil17000784254";"atropa belladonna";"atropa belladonna";"10781";\N;"DCB"
"7109";"@brasil15877147032";"atropine";"atropina";"00931";"51-55-8";"DCB"
"7110";"@brasil18383382704";"auranofin";"auranofina";"00936";"34031-32-8";"DCB"
"7111";"@brasil14285472736";"aurothioglucose";"aurotioglicose";"00938";"12192-57-3";"DCB"
"7112";"@brasil16277215876";"sodium aurothiomalate";"aurotiomalato de sódio";"00939";"12244-57-4";"DCB"
"7113";"@brasil18529661480";"sodium aurotiosulfate";"aurotiossulfato de sódio";"00940";"10210-36-3";"DCB"
"7114";"@brasil13816660086";"aurum metallicum";"aurum metallicum";"10176";\N;"DCB"
"7115";"@brasil13494316294";"avena sativa";"avena sativa";"10180";\N;"DCB"
"7116";"@brasil16021601524";"aviptadil";"aviptadil";"00943";"40077-57-4";"DCB"
"7117";"@brasil19625059047";"avobenzone";"avobenzona";"00948";"70356-09-1";"DCB"
"7118";"@brasil10060490974";"cefuroxime axetil";"axetilcefuroxima";"00953";"64544-07-6";"DCB"
"7119";"@brasil11427278034";"axitinib";"axitinibe";"10615";"319460-85-0";"DCB"
"7120";"@brasil16954917558";"azacyclonol";"azaciclonol";"00957";"115-46-8";"DCB"
"7121";"@brasil10492754000";"azacitidine";"azacitidina";"00958";"320-67-2";"DCB"
"7122";"@brasil11599017633";"azaperone";"azaperona";"00973";"1649-18-9";"DCB"
"7123";"@brasil16516826473";"azapropazone";"azapropazona";"00975";"13539-59-8";"DCB"
"7124";"@brasil17787079779";"azaribine";"azaribina";"00977";"2169-64-4";"DCB"
"7125";"@brasil19384919784";"azatadine";"azatadina";"00981";"3964-81-6";"DCB"
"7126";"@brasil13563359893";"azathioprine";"azatioprina";"00984";"446-86-6";"DCB"
"7127";"@brasil19662040423";"azathioprine sodium";"azatioprina sódica";"00985";"55774-33-9";"DCB"
"7128";"@brasil17620122745";"azelastine";"azelastina";"00986";"58581-89-8";"DCB"
"7129";"@brasil19114492765";"potassium azilsartan medoxomil";"azilsartana medoxomila potássica";"10630";"863031-24-7";"DCB"
"7130";"@brasil12712095902";"azithromycin";"azitromicina";"00997";"83905-01-5";"DCB"
"7131";"@brasil16217001522";"azithromycin dihydrate";"azitromicina di-hidratada";"00998";"117772-70-0";"DCB"
"7132";"@brasil12948720214";"azlocilina";"azlocilina";"00999";"37091-66-0";"DCB"
"7133";"@brasil16092596812";"aztreonam";"aztreonam";"01003";"78110-38-0";"DCB"
"7134";"@brasil11616823729";"prussian blue";"azul da prússia";"11343";"14038-43-8";"DCB"
"7135";"@brasil19806328516";"fd&c blue #2";"azul de indigotina";"11242";"860-22-0";"DCB"
"7136";"@brasil14181171704";"azulene";"azuleno";"01005";"275-51-4";"DCB"
"7137";"@brasil11486873282";"bacampicilina";"bacampicilina";"01007";"50972-17-3";"DCB"
"7138";"@brasil14890851605";"bacitracin";"bacitracina";"01010";"1405-87-4";"DCB"
"7139";"@brasil19993638487";"zinc bacitracin";"bacitracina zíncica";"01011";"1405-89-6";"DCB"
"7140";"@brasil15295637933";"baclofen";"baclofeno";"01012";"1134-47-0";"DCB"
"7141";"@brasil16497274511";"bacopa monnieri (l.) wettst.";"bacopa monnieri (l.) wettst.";"10845";\N;"DCB"
