"CO_SEQ_ID";"NU_VPID";"NO_NM";"principio";"cat_anvisa";"renam";"NU_SNOMED";"atc";"route";"ingredientes_conc_unid";"form"
"389266";"@brasil12023541834";"Ácido Ascórbico 500 mg + Carbonato de Cálcio 600 mg comprimido efervescente";"Ácido Ascórbico + Carbonato de Cálcio";"Produtos a base de cálcio - Associações medicamentosas";\N;\N;"A11GB01 ácido ascórbico (vitamina c) e cálcio";"Oral";"ácido ascórbico 500.000 mg (Miligrama),carbonato de cálcio 600.000 mg (Miligrama)";"Comprimido efervescente"
"416017";"@brasil19414638073";"Ácido Ascórbico 500 mg cápsula de liberação prolongada";"Ácido Ascórbico";"Monovitaminas exceto vitamina K";\N;\N;"A11GA01 ácido ascórbico";"Oral";"ácido ascórbico 500.000 mg (Miligrama)";"Cápsula de liberação prolongada"
"256184";"@brasil15357310114";"Ácido Ascórbico 500 mg comprimido";"Ácido Ascórbico";"Monovitaminas exceto vitamina K";\N;"329318007";"A11GA01 ácido ascórbico";"Oral";"ácido ascórbico 500.000 mg (Miligrama)";"Comprimido"
"663228";"@brasil10102548095";"Ácido Ascórbico 500 mg comprimido de liberação prolongada";"Ácido Ascórbico";"Monovitaminas exceto vitamina K";\N;\N;"A11GA01 ácido ascórbico";"Oral";"ácido ascórbico 500.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"660609";"@brasil14902831086";"Ácido Ascórbico 500 mg/5 mL solução para injeção; ampola";"Ácido Ascórbico";"Monovitaminas exceto vitamina K";\N;"329319004";"A11GA01 ácido ascórbico";"Intramuscular,Intravenosa";"ácido ascórbico 100.000 mg (Miligrama)";"Solução para injeção"
"507931";"@brasil16001500863";"Ácido Azeláico 150 mg/g gel";"Ácido Azeláico";"Produtos anti-acne";\N;"416585000";"D10AX03 ácido azeláico";"Dermatológica";"ácido azelaico 150.000 mg (Miligrama)";"Gel"
"507943";"@brasil19432392788";"Ácido Azeláico 200 mg/g creme";"Ácido Azeláico";"Produtos anti-acne";\N;"346917004";\N;"Dermatológica";"ácido azelaico 200.000 mg (Miligrama)";"Creme"
"794720";"@brasil10499662197";"Ácido Bórico 2%";"Ácido Bórico";\N;\N;\N;\N;\N;"ácido bórico 2.000 % (porcento)";"Solução"
"794721";"@brasil17615966578";"Ácido Bórico 3%";"Ácido Bórico";\N;\N;\N;\N;\N;"ácido bórico 3.000 % (porcento)";"Solução"
"548607";"@brasil18853072455";"Ácido Bórico 30 mg/g + Ácido Salicílico 3,52 mg/g + Enxofre 176 mg/g + Óxido de Zinco 117,3 mg/g pó";"Não existe ainda nenhuma associação de VTM para este VMP";"Antisséptico";\N;\N;\N;"Dermatológica";"ácido bórico 30.000 mg (Miligrama),ácido salicílico 3.000 mg (Miligrama),enxofre 176.000 mg (Miligrama),óxido de zinco 117.000 mg (Miligrama)";"Pó"
"75973";"@brasil10860170870";"Ácido Cítrico 70 mg/mL + Citrato de Sódio 98 mg/mL + Citrato de Potássio 108 mg/mL xarope";"Ácido Cítrico + Citrato de Sódio + Citrato de Potássio";\N;\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"461262";"@brasil12939482919";"Ácido Épsilon-Aminocaproico 1 g/20 mL solução para injeção; frasco-ampola";"Ácido épsilon-aminocaproico";"Antifibrinolíticos";\N;\N;"B02AA01 ácido aminocapróico";"Intravenosa";"ácido épsilon-aminocapróico 50.000 mg (Miligrama)";"Solução para injeção"
"548642";"@brasil15518190538";"Ácido Épsilon-Aminocaproico 100 mg/mL xarope";"Ácido épsilon-aminocaproico";"Antifibrinolíticos";\N;\N;\N;"Oral";"ácido épsilon-aminocapróico 100.000 mg (Miligrama)";"Xarope"
"538225";"@brasil17381126103";"Ácido Épsilon-Aminocaproico 25 mg/mL + Benzoato de Sódio 50 mg/mL + Guaifenesina 10 mg/mL + Cloreto de Amônio 10 mg/mL xarope";"Não existe ainda nenhuma associação de VTM para este VMP";"Expectorantes balsâmicos e mucolítico";\N;\N;\N;"Oral";"ácido épsilon-aminocapróico 25.000 mg (Miligrama),benzoato de sódio 50.000 mg (Miligrama),cloreto de amônio 10.000 mg (Miligrama),guaifenesina 10.000 mg (Miligrama)";"Xarope"
"461476";"@brasil16644244477";"Ácido Épsilon-Aminocaproico 4 g/20 mL solução para injeção; frasco-ampola";"Ácido Aminocaproico";"Antifibrinolíticos";\N;\N;"B02AA01 ácido aminocapróico";"Intravenosa";"ácido épsilon-aminocapróico 200.000 mg (Miligrama)";"Solução para injeção"
"415981";"@brasil19098677790";"Ácido Épsilon-Aminocaproico 500 mg comprimido";"Ácido épsilon-aminocaproico";"Antifibrinolíticos";\N;\N;"B02AA01 ácido aminocapróico";"Oral";"ácido épsilon-aminocapróico 500.000 mg (Miligrama)";"Comprimido"
"282882";"@brasil17758414173";"Ácido Fólico 0,2 mg/mL solução oral";"Ácido Fólico";"Antianêmicos simples";"Básico";"8517811000001104";"B03BB01 ácido fólico";"Oral";"ácido fólico 0.200 mg (Miligrama)";"Solução oral"
"282909";"@brasil19517213392";"Ácido Fólico 0,4 mg/mL solução oral";"Ácido Fólico";"Antianêmicos ";\N;"12033611000001108";"B03BB01 ácido fólico";"Oral";"ácido fólico 0.400 mg (Miligrama)";"Solução oral"
"76041";"@brasil17593860715";"Ácido Fólico 0,8 mg + Cianocobalamina 0,4 mg + Piridoxina 4 mg comprimido";"Ácido Fólico + Piridoxina + Cianocobalamina";\N;\N;\N;"B03BB51 ácido fólico, associações contendo";"Via de administração não aplicável";\N;"Não aplicável"
"345440";"@brasil18503561594";"Ácido Fólico 2 mg comprimido";"Ácido Fólico";"Antianêmicos ";\N;\N;"B03BB01 ácido fólico";"Oral";"ácido fólico 2.000 mg (Miligrama)";"Comprimido"
"392887";"@brasil19988975802";"Ácido Fólico 400 microgramas + Dextroalfatocoferol 10 mg cápsula";"Ácido Fólico + Dextroalfatocoferol";"Vitaminas e suplementos minerais";\N;\N;"B03BB51 ácido fólico, associações contendo";"Oral";"acetato de dextroalfatocoferol 10.000 mg (Miligrama),ácido fólico 400.000 micrograma";"Cápsula"
"389299";"@brasil14883001766";"Ácido Fólico 5 mg + Ácido Ascórbico 100 mg comprimido";"Ácido Fólico + Ácido Ascórbico";"Antianêmicos ";\N;\N;"B03BB51 ácido fólico, associações contendo";"Oral";"ácido ascórbico 100.000 mg (Miligrama),ácido fólico 5.000 mg (Miligrama)";"Comprimido"
"256255";"@brasil19733958493";"Ácido Fólico 5 mg comprimido";"Ácido Fólico";"Antianêmicos ";"Básico";"327550006";"B03BB01 ácido fólico";"Oral";"ácido fólico 5.000 mg (Miligrama)";"Comprimido"
"791378";"@brasil17119167470";"Ácido Fólico 5 mg/mL solução oral";"Ácido Fólico";"Antianêmicos ";\N;"12033411000001105";"B03BB01 ácido fólico";"Oral";"ácido fólico 5.000 mg (Miligrama)";"Solução oral"
"794722";"@brasil16580846612";"Ácido Fólico 5%";"Ácido Fólico";\N;\N;\N;\N;\N;"ácido fólico 5.000 % (porcento)";"Solução"
"76067";"@brasil14569521688";"Ácido Fólico 800 microgramas + Acetato de Racealfatocoferol 20 mg cápsula";"Ácido Fólico + Racealfatocoferol";\N;\N;\N;"B03BB51 ácido fólico, associações contendo";"Não disponível";"não disponível 0.000 desconhecido";"Não disponível"
"75991";"@brasil10668413145";"Ácido Folínico 0,5 mg/mL solução oral";"Ácido Folínico";\N;\N;\N;"V03AF03 folinato de cálcio";"Via de administração não aplicável";\N;"Não aplicável"
"75997";"@brasil10467029520";"Ácido Folínico 7,5 mg/mL solução oral";"Ácido Folínico";\N;\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"507956";"@brasil15201957992";"Ácido Fusídico 20 mg/g + Acetato de Hidrocortisona 10 mg/g creme";"Ácido Fusídico + Hidrocortisona";"Antiinfecciosos tópicos - Associações medicamentosas";\N;\N;"D07CA01 hidrocortisona e antibióticos";"Dermatológica";"acetato de hidrocortisona 10.000 mg (Miligrama),ácido fusídico 20.000 mg (Miligrama)";"Creme"
"665936";"@brasil11256078183";"Ácido Fusídico 20 mg/g + Valerato de Betametasona 1 mg/g creme";"Ácido Fusídico + Betametasona";"Antiinfecciosos tópicos - Associações medicamentosas";\N;"331849001";"D07CC01 betametasona e antibióticos";"Dermatológica";"ácido fusídico 20.000 mg (Miligrama),valerato de betametasona 1.000 mg (Miligrama)";"Creme"
"341306";"@brasil10022009908";"Ácido Fusídico 20 mg/g creme";"Ácido Fusídico";"Antiinfecciosos tópicos";\N;"332825002";"D06AX01 ácido fusídico";"Dermatológica";"ácido fusídico 20.000 mg (Miligrama)";"Creme"
"76074";"@brasil10777176050";"Ácido Gamaminobutírico 100 mg/mL + Lisina 100 mg/mL + Tiamina 4 mg/mL + Piridoxina 8 mg/mL + Cálcio 8 mg/mL xarope";"Não aplicável";\N;\N;\N;\N;"Via de administração não aplicável";\N;"Não aplicável"
"538262";"@brasil17668895428";"Ácido Gamaminobutírico 200 mg/mL xarope";"Ácido Gamaminobutírico";"Neuropsicoestimulantes";\N;\N;"N03AG03 ácido gamaminobutírico";"Oral";"ácido gamaminobutírico 200.000 mg (Miligrama)";"Xarope"
"663256";"@brasil13508015845";"Ácido Gamaminobutírico 250 mg comprimido";"Ácido Gamaminobutírico";"Neuropsicoestimulantes";\N;\N;\N;"Oral";"ácido gamaminobutírico 250.000 mg (Miligrama)";"Comprimido"
"334117";"@brasil13775513071";"Ácido Gamaminobutírico 50 mg + Lisina 50 mg + Tiamina 2 mg + Piridoxina 4 mg + Cálcio 4 mg comprimido";"Não existe ainda nenhuma associação de VTM para este VMP";"Vitaminas ou minerais associados a outros fármacos";\N;\N;\N;"Oral";"ácido gamaminobutírico 50.000 mg (Miligrama),cloridrato de lisina 50.000 mg (Miligrama),cloridrato de piridoxina 4.000 mg (Miligrama),cloridrato de tiamina 2.000 mg (Miligrama),pantotenato de cálcio 4.000 mg (Miligrama)";"Comprimido"
"507969";"@brasil13945669543";"Ácido Hialurônico 2 mg/g creme";"Ácido Hialurônico";"Cicatrizantes";\N;\N;"D03AX05 ácido hialurônico";"Dermatológica";"ácido hialurônico 2.000 mg (Miligrama)";"Creme"
"791514";"@brasil15435752825";"Ácido Ibandrônico 150 mg comprimido";"Ácido Ibandrônico";"Supressores da reabsorção óssea";\N;"9553111000001105";"M05BA06 ácido ibandrônico";"Oral";"ibandronato de sódio monoidratado 150.000 mg (Miligrama)";"Comprimido"
"477925";"@brasil15409353770";"Ácido Ibandrônico 3 mg/3 mL solução para injeção; seringa preenchida";"Ácido Ibandrônico";"Supressores da reabsorção óssea";\N;"431853003";"M05BA06 ácido ibandrônico";"Intravenosa";"ibandronato de sódio monoidratado 1.000 mg (Miligrama)";"Solução para injeção"
"256303";"@brasil10253415963";"Ácido Mefenâmico 500 mg comprimido";"Ácido Mefenâmico";"Antinflamatórios antireumáticos";\N;"329803004";"M01AG01 ácido mefenâmico";"Oral";"ácido mefenâmico 500.000 mg (Miligrama)";"Comprimido"
"336355";"@brasil11397755546";"Ácido Nalidíxico 50 mg/mL suspensão oral";"Ácido Nalidíxico";"Produtos para vias urinárias";\N;"374518006";"J01MB02 ácido nalidíxico";"Oral";"ácido nalidíxico 50.000 mg (Miligrama)";"Suspensão oral"
"256344";"@brasil19002069083";"Ácido Nalidíxico 500 mg comprimido";"Ácido Nalidíxico";"Produtos para vias urinárias";\N;"324578003";"J01MB02 ácido nalidíxico";"Oral";"ácido nalidíxico 500.000 mg (Miligrama)";"Comprimido"
"281224";"@brasil19408324591";"Ácido Nicotínico 1 g comprimido de liberação prolongada";"Ácido Nicotínico";"Antilipêmicos";\N;\N;"C10AD02 ácido nicotínico";"Oral";"ácido nicotínico 1.000 g (Grama)";"Comprimido de liberação prolongada"
"281347";"@brasil16302680079";"Ácido Nicotínico 250 mg comprimido de liberação prolongada";"Ácido Nicotínico";"Antilipêmicos";"Especializado";"426641009";"C10AD02 ácido nicotínico";"Oral";"ácido nicotínico 250.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"281369";"@brasil10755705870";"Ácido Nicotínico 500 mg comprimido de liberação prolongada";"Ácido Nicotínico";"Antilipêmicos";"Especializado";\N;"C10AD02 ácido nicotínico";"Oral";"ácido nicotínico 500.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"281273";"@brasil10999468713";"Ácido Nicotínico 750 mg comprimido de liberação prolongada";"Ácido Nicotínico";"Antilipêmicos";"Especializado";\N;"C10AD02 ácido nicotínico";"Oral";"ácido nicotínico 750.000 mg (Miligrama)";"Comprimido de liberação prolongada"
"353066";"@brasil10992193054";"Ácido Paraminossalicílico 4 g granulado";"Ácido Paraminossalicílico";\N;"Estratégico";\N;"J04AA01 ácido paraminossalicílico";"Via de administração não aplicável";\N;"Não aplicável"
"539351";"@brasil17367736413";"Ácido Salicílico 100 mg/mL solução";"Ácido Salicílico";"Ceratolíticos e ceratoplásticos";\N;\N;"D01AE12 ácido salicílico";"Dermatológica";"ácido salicílico 100.000 mg (Miligrama)";"Solução"
"348494";"@brasil18824858280";"Ácido Salicílico 170 mg/mL + Ácido Láctico 150 mg/mL solução tópica";"Ácido Salicílico + Ácido Láctico";"Ceratolíticos e ceratoplásticos";\N;\N;\N;"Dermatológica";\N;"Solução"
"590055";"@brasil14495628441";"Ácido Salicílico 20 mg/mL + Coaltar 8,5 mg/mL xampu";"Ácido Salicílico + Coaltar";"Medicamentos ativos na secreção gordurosa";\N;\N;\N;"Capilar";"ácido salicílico 20.000 mg (Miligrama),coaltar 8.000 mg (Miligrama)";"Xampu"
"794723";"@brasil10056333634";"Ácido Salicílico 20mg/g";"Ácido Salicílico";\N;\N;\N;\N;\N;"ácido salicílico 20.000 mg (Miligrama)";"Pomada"
"347701";"@brasil14966488455";"Ácido Salicílico 270 mg/g gel";"Ácido Salicílico";"Ceratolíticos e ceratoplásticos";\N;\N;"D01AE12 ácido salicílico";"Dermatológica";"ácido salicílico 270.000 mg (Miligrama)";"Gel"
"544484";"@brasil16270009032";"Ácido Salicílico 280 mg/g pasta";"Ácido Salicílico";"Ceratolíticos e ceratoplásticos";\N;\N;"D01AE12 ácido salicílico";"Dermatológica";"ácido salicílico 280.000 mg (Miligrama)";"Pasta"
"590605";"@brasil12744338318";"Ácido Salicílico 30 mg/g + Enxofre 100 mg/g sabonete";"Ácido Salicílico + Enxofre";"Outros produtos com ação na pele e mucosas";\N;\N;"D11AC08 enxofre, compostos com";"Dermatológica";"ácido salicílico 30.000 mg (Miligrama),enxofre 100.000 mg (Miligrama)";"Sabonete"
"539401";"@brasil10651072747";"Ácido Salicílico 30 mg/mL + Enxofre 30 mg/mL solução";"Ácido Salicílico + Enxofre";"Antimicóticos para uso tópico";\N;\N;\N;"Dermatológica";"ácido salicílico 30.000 mg (Miligrama),enxofre 30.000 mg (Miligrama)";"Solução"
"135981";"@brasil14176044978";"Ácido Salicílico 5% pomada";"Ácido Salicílico";\N;"Básico";"14781011000001100";\N;"Dermatológica";"ácido salicílico 50.000 mg (Miligrama)";"Pomada"
"256440";"@brasil14250097836";"Ácido Tióctico 600 mg comprimido";"Ácido Tióctico";"Outros produtos não enquadrados em classe terapêutica específica";\N;\N;"A16AX01 ácido tióctico";"Oral";"ácido tióctico 600.000 mg (Miligrama)";"Comprimido"
"256447";"@brasil14244282238";"Ácido Tranexâmico 250 mg comprimido";"Ácido Tranexâmico";"Antifibrinolíticos";"Estratégico";\N;"B02AA02 ácido tranexâmico";"Oral";"ácido tranexâmico 250.000 mg (Miligrama)";"Comprimido"
"660618";"@brasil11087267994";"Ácido Tranexâmico 250 mg/5 mL solução para injeção; ampola";"Ácido Tranexâmico";"Antifibrinolíticos";\N;\N;"B02AA02 ácido tranexâmico";"Intravenosa";"ácido tranexâmico 50.000 mg (Miligrama)";"Solução para injeção"
"663263";"@brasil17232435248";"Ácido Tranexâmico 500 mg comprimido";"Ácido Tranexâmico";"Antifibrinolíticos";"Estratégico";\N;"B02AA02 ácido tranexâmico";"Oral";"ácido tranexâmico 500.000 mg (Miligrama)";"Comprimido"
"794724";"@brasil10539128640";"Ácido Tricloroacético 30% solução";"Ácido Tricloroacético";\N;\N;\N;\N;\N;"ácido tricloroacético 30.000 % (porcento)";"Solução"
"794725";"@brasil12526642606";"Ácido Tricloroacético 50% solução";"Ácido Tricloroacético";\N;\N;\N;\N;\N;"ácido tricloroacético 50.000 % (porcento)";"Solução"
"794726";"@brasil11015827422";"Ácido Tricloroacético 60% solução";"Ácido Tricloroacético";\N;\N;\N;\N;\N;"ácido tricloroacético 60.000 % (porcento)";"Solução"
"794727";"@brasil17499209601";"Ácido Tricloroacético 75% solução";"Ácido Tricloroacético";\N;\N;\N;\N;\N;"ácido tricloroacético 75.000 % (porcento)";\N
"794728";"@brasil14448566048";"Ácido Tricloroacético 80% solução";"Ácido Tricloroacético";\N;\N;\N;\N;\N;"ácido tricloroacético 80.000 % (porcento)";"Solução"
"794729";"@brasil19745201745";"Ácido Tricloroacético 90% solução";"Ácido Tricloroacético";\N;\N;\N;\N;\N;"ácido tricloroacético 90.000 % (porcento)";"Solução"
"558077";"@brasil11639410760";"Ácido Undecilênico 2 mg/g pó";"Ácido Undecilênico";"Antimicóticos para uso tópico";\N;\N;"D01AE54 ácido undecilênico, associações contendo";"Dermatológica";"ácido undecilênico 2.000 mg (Miligrama),hexilresorcina 0.000 mg (Miligrama),propionato de cálcio 60.000 mg (Miligrama),undecilenato de zinco 150.000 mg (Miligrama)";"Pó"
"539435";"@brasil10486004910";"Ácido Undecilênico 40 mg/mL solução";"Ácido Undecilênico";"Antimicóticos para uso tópico";\N;\N;"D01AE54 ácido undecilênico, associações contendo";"Dermatológica";"ácido propiônico 30.000 mg (Miligrama),ácido undecilênico 40.000 mg (Miligrama),hexilresorcina 0.000 mg (Miligrama),propionato de sódio 50.000 mg (Miligrama),undecilenato de sódio 150.000 mg (Miligrama)";"Solução"
"256457";"@brasil18471117994";"Ácido Ursodesoxicólico 150 mg comprimido";"Ácido Ursodesoxicólico";"Colagogos, coleréticos e hepatoprotetores";"Especializado";"317800005";"A05AA02 ácido ursodesoxicólico";"Oral";"ácido ursodesoxicólico 150.000 mg (Miligrama)";"Comprimido"
"256470";"@brasil19622743565";"Ácido Ursodesoxicólico 300 mg comprimido";"Ácido Ursodesoxicólico";"Colagogos, coleréticos e hepatoprotetores";"Especializado";"317796004";"A05AA02 ácido ursodesoxicólico";"Oral";"ácido ursodesoxicólico 300.000 mg (Miligrama)";"Comprimido"
"256488";"@brasil12700364153";"Ácido Ursodesoxicólico 50 mg comprimido";"Ácido Ursodesoxicólico";"Colagogos, coleréticos e hepatoprotetores";"Especializado";\N;"A05AA02 ácido ursodesoxicólico";"Oral";"ácido ursodesoxicólico 50.000 mg (Miligrama)";"Comprimido"
"351257";"@brasil11465811087";"Ácido Valpróico 1 g/10 mL solução para injeção; ampola";"Ácido Valproico";\N;\N;\N;"N03AG01 ácido valpróico";"Via de administração não aplicável";\N;"Não aplicável"
"351263";"@brasil14952278615";"Ácido Valpróico 200 mg/2 mL solução para injeção; ampola";"Ácido Valproico";\N;\N;\N;"N03AG01 ácido valpróico";"Via de administração não aplicável";\N;"Não aplicável"
"281848";"@brasil17428916614";"Ácido Valproico 250 mg cápsula";"Ácido Valproico";"Anticovulsionates";"Básico";"376298007";"N03AG01 ácido valpróico";"Oral";"ácido valproico 250.000 mg (Miligrama)";"Cápsula"
"351269";"@brasil10363960125";"Ácido Valproico 250 mg comprimido";"Ácido Valproico";"Anticovulsionates";"Básico";\N;\N;"Oral";"ácido valproico 250.000 mg (Miligrama)";"Comprimido"
"281976";"@brasil14003965111";"Ácido Valproico 50 mg/mL xarope";"Ácido Valproico";"Anticovulsionates";"Básico";"425992006";"N03AG01 ácido valpróico";"Oral";"valproato de sódio 50.000 mg (Miligrama)";"Xarope"
