"co_seq_id";"nu_apid";"no_nm"
76946;@brasil93951178499;Bromazepam 3 mg comprimido
76948;@brasil68722366256;Bromoxon 6 mg comprimido
76949;@brasil55132173073;Captopril 25 mg comprimido
76951;@brasil50833247348;Acetato de Ciproterona 50 mg comprimido
76952;@brasil15226149889;Bromazepam 6 mg comprimido
76954;@brasil69170007466;Citalopram 20 mg comprimido
76956;@brasil22972458368;Azitromicina Di-Hidratada 500 mg comprimido
76957;@brasil70773860381;Besilato de Anlodipino 10 mg comprimido
76958;@brasil95008884892;Besilato de Anlodipino 10 mg comprimido
76959;@brasil47597366904;Alivium 400 mg comprimido
76960;@brasil24069757179;Bromidrato De Citalopram 20 mg comprimido
76961;@brasil90138235387;Agamir 0,125 mg comprimido
76962;@brasil97028890360;Atenolab 50 mg comprimido
76963;@brasil20365470024;Belmirax 100 mg comprimido
76964;@brasil41348055217;Cloridrato de Fluoxetina 20 mg comprimido
76965;@brasil17354490322;Alendronato de Sódio 70 mg comprimido
76966;@brasil54786552949;Arozep 5 mg comprimido
76967;@brasil29166618712;Amprax 40 mg comprimido
76969;@brasil83909939649;Buclina 25 mg comprimido
76970;@brasil63335376651;Aminofilina 200 mg comprimido
76972;@brasil77012603024;Alzepinol 300 mg comprimido
76973;@brasil49665068241;Atenolol 50 mg comprimido
76974;@brasil42622586047;Clonazepam 2 mg comprimido
76975;@brasil17890597417;Captomed 50 mg comprimido
76976;@brasil17879158115;Atorvastatina Cálcica 20 mg comprimido
76977;@brasil20694042723;Besilato de Anlodipino 10 mg comprimido
76978;@brasil28006264686;Advil 200 mg comprimido
76979;@brasil11123379822;Clopivix 75 mg comprimido
76980;@brasil81958623604;Ácido Mefenâmico 500 mg comprimido
76981;@brasil44268197108;Alprazolam 2 mg comprimido
76982;@brasil93165337970;Buprovil 600 mg comprimido
76983;@brasil84026437359;Aebol 25 mg comprimido
76984;@brasil65440620059;Bromazepam 6 mg comprimido
76985;@brasil97728761196;Atlansil 200 mg comprimido
76986;@brasil18776927144;Cebralat 50 mg comprimido
76987;@brasil61122816106;Claritin 10 mg comprimido
76988;@brasil86340327891;Anflat 40 mg comprimido
76989;@brasil13606719246;Antivirax 200 mg comprimido
76990;@brasil21907535340;Candesartana Cilexetila 8 mg comprimido
76991;@brasil12303448909;Cenevit 2g comprimido efervescente
76992;@brasil65633745221;Aciclovir 400 mg comprimido
76995;@brasil60071928084;Angiopril 20 mg comprimido
76996;@brasil21497527137;Cinarizina 25 mg comprimido
76997;@brasil15754259779;Bromazepam 6 mg comprimido
76998;@brasil96874160844;Atenolol 100 mg comprimido
76999;@brasil94914861408;Amoxicilina 875 mg comprimido
77000;@brasil27195562657;Atenopress 50 mg comprimido
77001;@brasil36189857350;Aceclofenaco 100 mg comprimido
77002;@brasil82811856861;Atenolol 25 mg comprimido
77004;@brasil49934235249;Cloridrato de Bupropiona 150 mg comprimido de liberação prolongada
77005;@brasil21835543453;Alprazolam 2 mg comprimido
77006;@brasil18177720014;Aciclovir 200 mg comprimido
77007;@brasil53187730055;Besilato de Anlodipino 5 mg comprimido
77009;@brasil31504667110;Cipramil 20 mg comprimido
77010;@brasil79098486485;Captopril 50 mg comprimido
77011;@brasil86982243831;Ciprozer 500 mg comprimido
77012;@brasil53309541282;Bipogine 50 mg comprimido
77013;@brasil55595375885;Cloridrato de Amiodarona 100 mg comprimido
77014;@brasil79007750863;Cloridrato de Fexofenadina 180 mg comprimido
77015;@brasil91830205683;Cloridrato de Ciclobenzaprina 10 mg comprimido
77016;@brasil46673106112;Atorvastatina Cálcica 40 mg comprimido
77017;@brasil83124161286;Cloridrato de Bupropiona 150 mg comprimido de liberação prolongada
77018;@brasil86733028823;Cloridrato de Fexofenadina 180 mg comprimido
77019;@brasil37317206025;Captopril 50 mg comprimido
77020;@brasil66022274959;Candesartana Cilexetila 16 mg comprimido
77021;@brasil82325060415;Canderm 250 mg comprimido
77024;@brasil74666244182;Clopam 2 mg comprimido
77025;@brasil15791758440;Aciclovir 200 mg comprimido
77026;@brasil94522984425;Cloridrato de Amiodarona 200 mg comprimido
77027;@brasil92749602476;Cloridrato de Memantina 10 mg comprimido
77028;@brasil71057254999;Ciclatry 500 mg comprimido
77029;@brasil44369707595;Ciprofibrato 100 mg comprimido
77030;@brasil54599277816;Candesartana Cilexetila 16 mg comprimido
77031;@brasil90375677842;Carbamazepina 400 mg comprimido
77033;@brasil94613845256;Cloridrato de Amitriptilina 25 mg comprimido
77034;@brasil92391864386;Amelovas 10 mg comprimido
77036;@brasil68557606518;Aglitil 45 mg comprimido
77037;@brasil72784440944;Alivpress 10 mg comprimido
77038;@brasil44536603913;Clordilon 50 mg comprimido
77039;@brasil76211670471;Afrat 150 mg comprimido
77040;@brasil61647042245;Azitromicina Di-Hidratada 500 mg comprimido
77041;@brasil49676957599;Albendazol 400 mg comprimido mastigável
77042;@brasil92188283523;Cloridrato de Donepezila 5 mg comprimido
77043;@brasil35707469789;Besilato de Anlodipino 10 mg comprimido
77044;@brasil13690052154;Androcur 50 mg comprimido
77045;@brasil22254367672;AAS Infantil 100 mg comprimido
77046;@brasil61244210206;Citalopram 20 mg comprimido
77049;@brasil72232125831;Aprolan 10 mg comprimido
77050;@brasil41252987093;Atenopress 100 mg comprimido
77051;@brasil28071468639;Captopril 12,5 mg comprimido
77052;@brasil18860442239;Carbamazepina 200 mg comprimido
77053;@brasil54228171829;Cloridrato de Amitriptilina 25 mg comprimido
77054;@brasil28938617374;Alprazolam 0,5 mg comprimido
77055;@brasil36888763936;Astrale 10 mg comprimido
77056;@brasil19890426235;Aciclomed 200 mg comprimido
77058;@brasil71140014265;Candesartana Cilexetila 8 mg comprimido
77059;@brasil61167391052;Atorvastatina Cálcica 20 mg comprimido
77060;@brasil98374388374;Atenolol 25 mg comprimido
77061;@brasil75377768178;Bromidrato De Citalopram 20 mg comprimido
77062;@brasil31400857728;Bissulfato de Clopidogrel 75 mg comprimido
77063;@brasil91983006709;Captopril 50 mg comprimido
77064;@brasil16397384455;Acivirax 200 mg comprimido
77066;@brasil76365728243;Clopiplax 75 mg comprimido
77067;@brasil69557883169;Becarve 6,25 mg comprimido
77068;@brasil60619679521;Azitrolab 500 mg comprimido
77070;@brasil25460361096;Anastrol 1 mg comprimido
77072;@brasil63989679320;Atenolol 25 mg comprimido
77073;@brasil80766522818;Aterogrel 75 mg comprimido
77075;@brasil27697705116;Alopurinol 100 mg comprimido
77076;@brasil62942595570;Cloridrato de Memantina 10 mg comprimido
77078;@brasil10017709370;Atorless 40 mg comprimido
77079;@brasil25057288753;Cloridrato de Amitriptilina 75 mg comprimido
77080;@brasil71597790660;Alopurinol 300 mg comprimido
77081;@brasil13287774769;Cefalexina 500 mg comprimido
77082;@brasil62953302667;Cloridrato de Donepezila 5 mg comprimido
77083;@brasil29924559746;Alprazolam 1 mg comprimido
77084;@brasil50042853488;Atenolol 50 mg comprimido
77085;@brasil43091382142;Citalor 20 mg comprimido
77087;@brasil86449735314;Ateroma 10 mg comprimido
77089;@brasil24470062961;Apraz 2 mg comprimido
77090;@brasil23590695640;Amlovasc 5 mg comprimido
77091;@brasil75247851710;Amaryl 2 mg comprimido
77092;@brasil73699308068;Captopril 25 mg comprimido
77093;@brasil29847825476;Amoxicilina 500 mg comprimido
77094;@brasil11079206164;Cloridrato de Ciprofloxacino 500 mg comprimido
77095;@brasil21627726862;Bromazepam 3 mg comprimido
77096;@brasil84092946942;Atenolol 25 mg comprimido
77098;@brasil24817994878;Atorvastatina Cálcica 80 mg comprimido
77099;@brasil84202220236;Cloridrato de Amitriptilina 25 mg comprimido
77100;@brasil22944298550;Cetoconazol 200 mg comprimido
77101;@brasil93746650964;Bromazepam 3 mg comprimido
77102;@brasil24936894124;Axetilcefuroxima 250 mg comprimido
77104;@brasil30965229627;Arcalion 200 mg comprimido
77105;@brasil14594554432;Cloridrato de Donepezila 5 mg comprimido
77106;@brasil27700232914;Afopic 5 mg comprimido
77107;@brasil51572951306;Cardilol 6,25 mg comprimido
77108;@brasil24502339319;Ancoron 100 mg comprimido
77109;@brasil14569927329;Cardbet 3,125 mg comprimido
77110;@brasil80789508361;Ateneum 100 mg comprimido
77111;@brasil11767483564;Cloridrato de Memantina 10 mg comprimido
77112;@brasil47477545942;Atorvastatina Cálcica 10 mg comprimido
77113;@brasil16012670093;Captosen 12,5 mg comprimido
77114;@brasil70722304596;Candesartana Cilexetila 8 mg comprimido
77116;@brasil94879884834;Alendronato de Sódio 70 mg comprimido
77117;@brasil59265329299;Cewin 1g comprimido efervescente
77118;@brasil58285067891;Atorvastatina Cálcica 40 mg comprimido
77119;@brasil65644315515;Captopril 12,5 mg comprimido
77120;@brasil48723680947;Aceclofenaco 100 mg comprimido
77121;@brasil50673277179;Atenolol 50 mg comprimido
77122;@brasil80453932101;Cewin 2g comprimido efervescente
77124;@brasil43647249255;Cloridrato de Ciprofloxacino 500 mg comprimido
77126;@brasil53928908019;Candesartana Cilexetila 16 mg comprimido
77127;@brasil41695809616;Azitromicina Diidratada 500 mg comprimido
77128;@brasil53936345556;Albendazol 400 mg comprimido mastigável
77129;@brasil42210029981;Atorvastatina Cálcica 80 mg comprimido
77130;@brasil37349831556;Aciclovir 200 mg comprimido
77132;@brasil94585795212;Besilato de Anlodipino 10 mg comprimido
77133;@brasil62415352842;Cardbet 6,25 mg comprimido
77136;@brasil26548541617;Amlodil 5 mg comprimido
77137;@brasil43529908210;Aripiprazol 10 mg comprimido
77138;@brasil91038792964;Bromazepam 3 mg comprimido
77139;@brasil92082139586;Bromidrato De Citalopram 20 mg comprimido
77140;@brasil74166546206;Cardilol 12,5 mg comprimido
77141;@brasil35991383751;Cetoconazol 200 mg comprimido
77142;@brasil84460352466;Aebol 100 mg comprimido
77144;@brasil54852002610;Candesartana Cilexetila 16 mg comprimido
77145;@brasil94511158918;Cloridrato de Ciclobenzaprina 5 mg comprimido
77146;@brasil52217350404;Acetildor 100 mg comprimido
77147;@brasil72182303311;Aristab 20 mg comprimido
77148;@brasil87313602122;Cefalexina 500 mg comprimido
77149;@brasil96573793047;Becarve 25 mg comprimido
77150;@brasil29676877750;Clonazepam 2 mg comprimido
77152;@brasil47106202877;Alprazolam 2 mg comprimido
77154;@brasil28871421262;Atenolol 50 mg comprimido
77155;@brasil34504749459;Amlodil 10 mg comprimido
77156;@brasil50368611744;Amaryl 3 mg comprimido
77157;@brasil43197739294;Atorless 20 mg comprimido
77159;@brasil38993581778;Carbamazepina 200 mg comprimido
77160;@brasil62594742163;Barbitron 100 mg comprimido
77161;@brasil77715820662;Capilarema 75 mg comprimido
77163;@brasil69934149722;Cerazette 75 micrograma comprimido
77164;@brasil99885211580;Anador 500 mg comprimido
77165;@brasil57350444562;Cloridrato de Fexofenadina 180 mg comprimido
77166;@brasil94983533011;Alprazolam 0,25 mg comprimido
77167;@brasil86608759765;Alendronato de Sódio 70 mg comprimido
77168;@brasil43597914356;Besilato de Anlodipino 10 mg comprimido
77169;@brasil39934615711;Besilato de Anlodipino 10 mg comprimido
77172;@brasil12877882693;Cimetilab 400 mg comprimido
77173;@brasil10019507531;Carbamazepina 200 mg comprimido
77175;@brasil46758790698;Artritec 15 mg comprimido
77176;@brasil96320845281;Atenolol 100 mg comprimido
77177;@brasil47225793118;Cardizem 60 mg comprimido
77178;@brasil49489742306;Cloridrato de Diltiazem 30 mg comprimido
77179;@brasil99549656197;Carbamazepina 400 mg comprimido
77181;@brasil23828468919;Cefalexina Monoidratada 500 mg comprimido
77182;@brasil23988047923;Cilostazol 100 mg comprimido
77184;@brasil64283148105;Captopril 25 mg comprimido
77185;@brasil34325337124;Bissulfato de Clopidogrel 75 mg comprimido
77186;@brasil39035717147;Albel 400 mg comprimido mastigável
77187;@brasil83635327262;Cefalexina 500 mg comprimido
77190;@brasil10340554447;Besilato de Anlodipino 5 mg comprimido
77191;@brasil35909620959;Apraz 0,25 mg comprimido
77192;@brasil72078569308;Cinetol 2 mg comprimido
77193;@brasil65417127638;Clonazepam 2 mg comprimido
77195;@brasil70459760353;Amaglyn 4 mg comprimido
77196;@brasil33389710274;Cellcept 500 mg comprimido
77197;@brasil73888564346;Cloridrato de Ciclobenzaprina 10 mg comprimido
77198;@brasil22253150057;Citrato De Sildenafila 25 mg comprimido
77201;@brasil72172523177;Alendósseo 70 mg comprimido
77202;@brasil57515373968;Benziflex 5 mg comprimido
77203;@brasil81813354049;Bromazepam 6 mg comprimido
77204;@brasil44217774940;Citalor 40 mg comprimido
77205;@brasil36044858727;Cloridrato de Ciclobenzaprina 5 mg comprimido
77206;@brasil18611175553;Cetomed 200 mg comprimido
77207;@brasil30882789261;Bromoprida 10 mg comprimido
77208;@brasil81884262367;Cilostazol 50 mg comprimido
77209;@brasil73395250940;Candemed 16 mg comprimido
77210;@brasil97162168070;Aradois 25 mg comprimido
77212;@brasil15477538061;Cabergolina 0,5 mg comprimido
77213;@brasil60866869521;Bissulfato de Clopidogrel 75 mg comprimido
77215;@brasil72030139466;Atorvastatina Cálcica 40 mg comprimido
77217;@brasil86497952828;Citalor 10 mg comprimido
77218;@brasil49737880490;Cimetidina 400 mg comprimido
77219;@brasil22710489716;Cloridrato de Amiodarona 100 mg comprimido
77221;@brasil75133657770;Alprazolam 1 mg comprimido
77222;@brasil73049329167;Cetoconazol 200 mg comprimido
77225;@brasil60844643484;Atenolol 50 mg comprimido
77226;@brasil51594430313;Cloridrato de Ciclobenzaprina 10 mg comprimido
77228;@brasil52725197469;Cardix 80 mg comprimido
77229;@brasil26588779459;Androfloxin 400 mg comprimido
77231;@brasil73323094846;Cloridrato de Memantina 10 mg comprimido
77232;@brasil52226596271;Bioflac 7,5 mg comprimido
77233;@brasil67648057156;Capox 50 mg comprimido
77234;@brasil11550900668;Cloridrato de Amitriptilina 25 mg comprimido
77235;@brasil20581031248;Clomid 50 mg comprimido
77237;@brasil19592248479;Cloridrato de Ciprofloxacino 500 mg comprimido
77238;@brasil26755202601;Atenolol 100 mg comprimido
77239;@brasil10427924844;Cloridrato de Ciclobenzaprina 10 mg comprimido
77240;@brasil18076856628;Astro 500 mg comprimido
77241;@brasil90834378698;Atorvastatina Cálcica 80 mg comprimido
77242;@brasil85269925840;Buprovil 300 mg comprimido
77243;@brasil28529729925;Capotrineo 25 mg comprimido
77246;@brasil25797242927;Aria 4 mg comprimido mastigável
77247;@brasil51310149114;Aprovel 150 mg comprimido
77248;@brasil65302690628;Cetoconazol 200 mg comprimido
77249;@brasil75828575667;Atenolab 25 mg comprimido
77250;@brasil72130848326;Captopril 25 mg comprimido
77251;@brasil38349790001;Canderm 400 mg comprimido
77252;@brasil69401199621;Cloridrato de Donepezila 10 mg comprimido
77253;@brasil18368633346;Cardcor 0,25 mg comprimido
77254;@brasil72588046078;Carbamazepina 200 mg comprimido
77255;@brasil34537531376;Ateneum 50 mg comprimido
77256;@brasil39367769934;Atenolol 25 mg comprimido
77257;@brasil86217394694;Ciproflonax 500 mg comprimido
77261;@brasil41057948315;Azitromicina 500 mg comprimido
77262;@brasil69870239766;Capton 25 mg comprimido
77263;@brasil18394242665;Atenolol 25 mg comprimido
77264;@brasil50319719305;Besilato de Anlodipino 10 mg comprimido
77265;@brasil60571799115;Atenolol 25 mg comprimido
77267;@brasil19649299814;Actos 15 mg comprimido
77269;@brasil74382381149;Arozep 10 mg comprimido
77271;@brasil65127271546;Captocord 25 mg comprimido
77273;@brasil57912414469;Burinax 1 mg comprimido
77274;@brasil52324259326;Atenolol 50 mg comprimido
77275;@brasil44836389700;Cipro 500 mg comprimido
77278;@brasil64403418103;Atensina 0,2 mg comprimido
77279;@brasil34302883919;Ancoron 200 mg comprimido
77283;@brasil17947423952;Cloridrato de Donepezila 10 mg comprimido
77284;@brasil44165968034;Alektos 20 mg comprimido
77285;@brasil55445349468;Bioflac 15 mg comprimido
77286;@brasil77867614691;Bromepina 100 mg comprimido
77287;@brasil67475019414;Cloridrato de Donepezila 10 mg comprimido
77288;@brasil56717513493;Captopril 12,5 mg comprimido
77289;@brasil89179719477;Amlovasc 10 mg comprimido
77290;@brasil61870466646;Bamifix 600 mg comprimido
77291;@brasil74478847861;Astrale 20 mg comprimido
77292;@brasil28153704457;Citaforin 20 mg comprimido
77295;@brasil80597865374;Atenolol 50 mg comprimido
77297;@brasil54244447615;Arartan 50 mg comprimido
77298;@brasil87986797436;Cloridrato de Ciprofloxacino 250 mg comprimido
77299;@brasil29716564252;Clorana 25 mg comprimido
77300;@brasil14184936024;Cefalexina 500 mg comprimido
77301;@brasil95971545239;Cloridrato de Amiodarona 100 mg comprimido
77302;@brasil69735214513;Candessa 16 mg comprimido
77305;@brasil18321693852;Alendronato Sódico 70 mg comprimido
77306;@brasil81463954111;Bupogran 150 mg comprimido de liberação prolongada
77307;@brasil53673712364;Atepress 100 mg comprimido
77308;@brasil28470154035;Captopril 12,5 mg comprimido
77309;@brasil56657042361;Besilato de Anlodipino 10 mg comprimido
77310;@brasil92590233022;Cloridrato de Ciclobenzaprina 5 mg comprimido
77311;@brasil16798581401;Ceremil 250 mg comprimido
77312;@brasil95244988861;Azitromicina Diidratada 1 g comprimido
77313;@brasil18549477362;Cloratadd 10 mg comprimido
77315;@brasil39402143436;Atenolol 25 mg comprimido
77316;@brasil66254936179;Citalopram 20 mg comprimido
77317;@brasil21282592027;Caberedux 0,5 mg comprimido
77318;@brasil41229427382;Amaryl 1 mg comprimido
77320;@brasil77315636037;Cloridrato de Ciprofloxacino 250 mg comprimido
77321;@brasil37606066110;Carvedilol 25 mg comprimido
77322;@brasil50311608391;Bissulfato de Clopidogrel 75 mg comprimido
77323;@brasil20857128306;Bromazepam 3 mg comprimido
77324;@brasil53057226918;Atorvastatina Cálcica 10 mg comprimido
77325;@brasil80342165846;Cefalexina 500 mg comprimido
77326;@brasil80109947552;Aripiprazol 15 mg comprimido
77327;@brasil94992494874;Calcort 6 mg comprimido
77328;@brasil42103396848;Aristab 30 mg comprimido
77331;@brasil85609953207;Captopril 25 mg comprimido
77334;@brasil33995987596;Atorvastatina Cálcica 40 mg comprimido
77336;@brasil50841480691;Betes 1 mg comprimido
77337;@brasil63089355256;Bamifix 300 mg comprimido
77338;@brasil79922978767;Candessa 8 mg comprimido
77339;@brasil34165414588;Amytril 75 mg comprimido
77340;@brasil43109370637;Betadine 16 mg comprimido
77341;@brasil86224454195;Cinarizina 25 mg comprimido
77342;@brasil38852578899;Atorvastatina Cálcica 20 mg comprimido
77343;@brasil83576959593;Cloridrato de Donepezila 10 mg comprimido
77344;@brasil88450848873;Cloridrato de Amitriptilina 25 mg comprimido
77345;@brasil81787813583;Ácido Tranexâmico 250 mg comprimido
77346;@brasil41142535427;Claritromicina 500 mg comprimido
77349;@brasil45331086905;Citrato De Sildenafila 50 mg comprimido
77350;@brasil32452549988;Atorless 10 mg comprimido
77351;@brasil34360504503;Cloridrato de Donepezila 5 mg comprimido
77352;@brasil15511500482;Captopril 25 mg comprimido
77353;@brasil43370204384;Atenol 50 mg comprimido
