"co_seq_id";"nu_vpid";"dt_vpiddt";"co_vpidprev";"st_invalid";"co_vtmid";"st_combprodcd";"no_nm";"nu_snomed";"co_basiscd";"dt_nmdt";"no_nmprev";"co_basis_prevcd";"co_nmchangecd";"no_abbrevnm";"st_sug_f";"st_glu_f";"st_pres_f";"st_cfc_free";"co_pres_statcd";"co_non_availcd";"dt_non_availdt";"co_df_indcd";"qt_udfs";"co_udfs_uomcd";"co_unit_dose_uomcd";"st_ftn";"st_horus";"ds_notification";"co_targetcd";"co_atcclscd";"co_anvsclscd";"au_audit_create_datetime";"au_audit_change_datetime";"au_audit_create_username";"au_audit_change_username";"nu_version";"st_registro_ativo";"st_change_approve"
"795164";@brasil9220332987;;;;"11472";;Escitalopram 10 mg comprimido orodispersível;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795165";@brasil0000550562;;;;"11472";;Escitalopram 20 mg comprimido orodispersível;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795166";@brasil7901173531;;;;"11472";;Escitalopram 15 mg comprimido orodispersível;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795167";@brasil6572694080;;;;"42747";;Bendamustina 25 mg pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795168";@brasil5890869589;;;;"11341";;Captopril 1 mg/1 mL xarope;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795169";@brasil9542992321;;;;"11341";;Captopril 20 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795170";@brasil4524829849;;;;"65369";;Cordia Verbenacea Dc. 5 mg/1 g creme;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795171";@brasil0217343670;;;;"790690";;Lidocaína 16 mg/1.8 mL + Fenilefrina 0.72 mg/1.8 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11210";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795172";@brasil6895274230;;;;"288902";;Lidocaína 36 mg/1.8 mL + Norepinefrina 0.072 mg/1.8 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11210";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795173";@brasil6014848538;;;;"288902";;Lidocaína 54 mg/1.8 mL + Norepinefrina 0.072 mg/1.8 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"11210";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795174";@brasil2901214664;;;;"11626";;Melilotus Officinalis 26.7 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795175";@brasil2958247408;;;;"11641";;Metoprolol 10 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795176";@brasil0347840792;;;;"11703";;Paliperidona 525mg/2.625mL suspensão de liberação prolongada;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795177";@brasil4462468791;;;;"11717";;Passiflora Incarnata 5 mg/1 mL solução oral;"0";"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795178";@brasil9940028650;;;;"11717";;Passiflora Incarnata 260 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795179";@brasil2349563987;;;;"11717";;Passiflora Incarnata 300 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795180";@brasil4535740730;;;;"11717";;Passiflora Incarnata 315 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795181";@brasil2979095174;;;;"11717";;Passiflora Incarnata 360 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795182";@brasil8545593761;;;;"11717";;Passiflora Incarnata 500 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795183";@brasil7324942878;;;;"11717";;Passiflora Incarnata 600 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795184";@brasil0809313491;;;;"790691";;Perindopril Arginina 5 mg + Indapamida 1.25 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795185";@brasil0212476938;;;;"790692";;Perindopril Arginina 10 mg + Indapamida 2.5 mg + Anlodipino 5 aplicação comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795186";@brasil2996867114;;;;"790693";;Salicilato de Metila 20 mg/1 g + Cânfora 50 mg/1 g + Mentol 20 mg/1 g + Arnica Montana 100 mg/1 g gel;"0";"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795187";@brasil8346713446;;;;"790694";;Delamanide 50 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795188";@brasil0287860188;;;;"42863";;Diclofenaco Colestiramina 70 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795189";@brasil5146763840;;;;"790695";;Doxepina 20 mg cápsula;"0";"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795190";@brasil7593329626;;;;"790696";;Felbamato 600 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795191";@brasil0296609082;;;;"790697";;Galcanezumabe 120 mg/1 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795192";@brasil5027918391;;;;"11230";;Ácido Ascórbico 500 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795193";@brasil1402379737;;;;"11909";;Zolpidem 10 mg comprimido sublingual;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795194";@brasil2627119836;;;;"289005";;Sulfato de Zinco 20 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795195";@brasil1306675537;;;;"65358";;Adalimumabe 40 mg/0.8 mL solução para injeção;"0";"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795196";@brasil9479690900;;;;"65358";;Adalimumabe 20 mg/0.4 mL solução para injeção;"0";"21";;;;;;;;;;;;;;;;;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795197";@brasil0199424431;;;;"65359";;Albumina Humana 10g/50mL solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1697551946";"65";"65";;ACTIVE
"795198";@brasil9555024376;;;;"288690";;Alfa-Alglicosidase 50 mg pó para solução para injeção;frasco-ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795199";@brasil3133125049;;;;"42710";;Alfaepoetina 1000 UI solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795200";@brasil5380800814;;;;"42710";;Alfaepoetina 2000 UI solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795201";@brasil8365518922;;;;"42710";;Alfaepoetina 3000 UI solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795202";@brasil4646490782;;;;"42710";;Alfaepoetina 4000 UI solução para injeção;ampola;"0";"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689360377";"65";"1";;ACTIVE
"795203";@brasil1902763498;;;;"11263";;Amiodarona 100 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795204";@brasil7154866766;;;;"11263";;Amiodarona 200 mg comprimido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795205";@brasil8309228172;;;;"11265";;Amitriptilina 25 mg comprimido revestido;"0";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795206";@brasil6921929627;;;;"11265";;Amitriptilina 75 mg comprimido revestido;"2";"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"1";;ACTIVE;PENDING
"795207";@brasil3573307734;;;;"42856";;Dexametasona 1 mg/1 g + Neomicina 5 mg/1 g creme;;"21";;;;;;;;;;;;;"48";"1,000";"464712";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795208";@brasil8793574399;;;;"42870";;Docetaxel 120 mg/6 mL solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689784376";"65";"65";;ACTIVE
"795209";@brasil6927357275;;;;"790592";;Elotuzumabe 300 mg pó para solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1689789252";"65";"65";;ACTIVE
"795210";@brasil9718478226;;;;"42888";;Esmolol 2.5 g/250 mL solução para injeção;;"21";;;;;;;;;;;;;"47";"1,000";"11188";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795211";@brasil0900040137;;;;"11547";;Glimepirida 2 mg + Metformina 1000 mg comprimido de liberação prolongada;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795212";@brasil4232757057;;;;"42939";;Hialuronato de Sódio 2 mg/1 mL solução oftálmica;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795213";@brasil3261577620;;;;"42939";;Hialuronato de Sódio 1 mg/1 mL solução oftálmica;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795214";@brasil1331165701;;;;"42988";;Lidocaína 20 mg/1 g gel;seringa preenchida;;"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1690309228";"65";"65";;ACTIVE
"795215";@brasil3900358219;;;;"790698";;Lisado bacteriano (staphylococcus aureus, streptococcus pyogenes, streptococcus pneumoniae, streptococcus sanguinis, klebsiella pneumoniae, branhamella catarrhalis, haemophilus influenzae) 3.5 mg cápsula;;"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795216";@brasil6923464910;;;;"790698";;lisado bacteriano (staphylococcus aureus, streptococcus pyogenes, streptococcus pneumoniae, streptococcus sanguinis, klebsiella pneumoniae, branhamella catarrhalis, haemophilus influenzae) 7 mg cápsula;;"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795217";@brasil6308648481;;;;"11645";;Metronidazol 250 mg comprimido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795218";@brasil9555110969;;;;"11645";;Metronidazol 400 mg comprimido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795219";@brasil4418285901;;;;"43188";;Mikania Glomerata Spreng. 81.5 mg/1 mL solução oral;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795220";@brasil2693434170;;;;"790699";;Olmesartana 40 mg + Hidroclorotiazida 25 mg + Anlodipino 10 mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795221";@brasil7983792734;;;;"43047";;Omalizumabe 150 mg pó para solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1691686191";"65";"65";;ACTIVE
"795222";@brasil5082127737;;;;"43047";;Omalizumabe 150 mg/1 mL solução para injeção;seringa preenchida;;"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1691686400";"65";"65";;ACTIVE
"795223";@brasil8248957436;;;;"11717";;Passiflora Incarnata 857 mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795224";@brasil2425194191;;;;"790687";;Plantago Ovata Forssk.   3.5 g/5 g pó;;"21";;;;;;;;;;;;;"47";"1,000";"464711";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795225";@brasil7218108040;;;;"790700";;Plantago Ovata Forssk.   2.60 mg/5 g + Senna Alexandrina Mill. 0.66 mg/5 g granulado;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795226";@brasil9122024934;;;;"288995";;Secuquinumabe 300 mg/2 mL solução para injeção;seringa preenchida;;"21";;;;;;;;;;;;;"47";"1,000";"464717";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1692036227";"65";"65";;ACTIVE
"795227";@brasil0922685947;;;;"11808";;Silybum Marianum (L.) Gaertn. 64 mg/5 mL suspensão oral;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795228";@brasil6314689424;;;;"11558";;Hidróxido de Alumínio  230 mg  comprimido mastigável;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795229";@brasil2442826122;;;;"11561";;Cloridrato de Hidroxizina  25 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795230";@brasil7924523950;;;;"11562";;Hypericum Perforatum  300 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795231";@brasil5779817461;;;;"288873";;Ibrutinibe  140 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795232";@brasil7819817853;;;;"11563";;Ibuprofeno  600 mg  comprimido de liberação prolongada;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795233";@brasil3494052444;;;;"11563";;Ibuprofeno  400 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795234";@brasil9919635858;;;;"11585";;Lamotrigina  100 mg  comprimido para suspensão;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795235";@brasil9094400439;;;;"11609";;Loratadina  10 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795236";@brasil4280381071;;;;"11628";;Cloridrato de Memantina  10 mg  comprimido orodispersível;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795237";@brasil8296283707;;;;"11628";;Cloridrato de Memantina  20 mg  comprimido orodispersível;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795238";@brasil1334061497;;;;"11632";;Mesalazina  400 mg  comprimido de liberação retardada;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795239";@brasil4048927138;;;;"11632";;Mesalazina  800 mg  comprimido de liberação retardada;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795240";@brasil6873391245;;;;"11635";;Cloridrato de Metformina  1000 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795241";@brasil0846660518;;;;"11689";;Olanzapina  10 mg  comprimido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795242";@brasil8504461463;;;;"503112";;Olaparibe  100 mg  comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795243";@brasil2843307929;;;;"790702";;Ibandronato de Sódio Monoidratado 150mg comprimido revestido;;"21";;;;;;;;;;;;;;;;;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795244";@brasil3804254557;;;;"11888";;Valproato de Sódio 250mg cápsula;;"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795245";@brasil5267821336;;;;"11888";;Valproato de Sódio 50mg/1mL xarope;;"21";;;;;;;;;;;;;"48";"1,000";"11192";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795246";@brasil4113634770;;;;"42988";;Cloridrato de Lidocaína 36mg/1.8mL solução para injeção;;"21";;;;;;;;;;;;;"47";"1,000";"11210";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795247";@brasil7529076581;;;;"42969";;Ioxitalamato de Meglumina 350mg/1mL solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1693853171";"65";"65";;ACTIVE
"795248";@brasil5267362312;;;;"42710";;Alfaepoetina 10.000UI/1mL solução para injeção;ampola;;;;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1693919237";"65";"65";;ACTIVE
"795249";@brasil2936155036;;;;"42710";;Alfaepoetina 2.000UI/1mL solução para injeção;ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1693919375";"65";"65";;ACTIVE
"795250";@brasil8599072708;;;;"42710";;Alfaepoetina 3.000UI/1mL solução para injeção;ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1693919470";"65";"65";;ACTIVE
"795251";@brasil4103658724;;;;"11632";;Mesalazina 800mg comprimido de liberação retardada;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795252";@brasil1479452984;;;;"11689";;Olanzapina 2.5mg comprimido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795253";@brasil1912657392;;;;"11689";;Olanzapina 5mg comprimido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795254";@brasil6478180949;;;;"11706";;Pantoprazol Sódico 40mg comprimido de liberação prolongada;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795255";@brasil6356046761;;;;"790703";;Perindopril 8mg comprimido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795256";@brasil3742847014;;;;"11772";;Ramipril 5mg + Hidroclorotiazida 12.5mg cápsula;;"21";;;;;;;;;;;;;"47";"1,000";"11193";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795257";@brasil5767676278;;;;"288871";;Sacarato de Hidróxido Férrico 100mg/5mL solução para injeção;ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11187";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1694439628";"65";"65";;ACTIVE
"795258";@brasil9507756269;;;;"288871";;Sacarato de Hidróxido Férrico 100mg/5mL solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1694439829";"65";"65";;ACTIVE
"795259";@brasil3176824812;;;;"503135";;Acetato de Terlipressina 1mg pó para solução para injeção;frasco-ampola;;"21";;;;;;;;;;;;;"47";"1,000";"11208";;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"1694527862";"65";"65";;ACTIVE
"795260";@brasil3096937886;;;;"11852";;Cloridrato de Tiamina 100mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795261";@brasil2069087569;;;;"11870";;Cloridrato de Trazodona 100mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795262";@brasil4435218817;;;;"11870";;Cloridrato de Trazodona 50mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795263";@brasil8963854791;;;;"11909";;Hemitartarato de Zolpidem 5mg comprimido orodispersível;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795264";@brasil1332812807;;;;"43105";;Cloridrato de Ropivacaína 40mg/20mL solução para injeção;;"21";;;;;;;;;;;;;"47";"1,000";"11188";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795265";@brasil0558175188;;;;"11346";;Carbonato de Lítio 300mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
"795266";@brasil2735376626;;;;"11352";;Cefalexina Monoidratada 500mg comprimido revestido;;"21";;;;;;;;;;;;;"47";"1,000";"11207";;;;;;;;"2017-02-08 15:31:42";"2017-02-08 15:31:42";"65";"65";;ACTIVE;PENDING
