CATMAT;Name;RENAME;COMPONENTE
BR0353333;AMOXICILINA + CLAVULANATO DE POTÁSSIO 875 MG + 125 MG COMPRIMIDO;TRUE;OUTRO
BR0293803;AMOXICILINA + SULBACTAM 875 MG + 125 MG COMPRIMIDO;TRUE;OUTRO
BR0408664;AMOXICILINA 150 MG/ML SOLUÇÃO INJETÁVEL 100 ML;TRUE;OUTRO
BR0271111U0074;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO 150 ML;TRUE;BASICO
BR0271111U0110;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO 60 ML;TRUE;BASICO
BR0271111U0115;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO 80 ML;TRUE;BASICO
BR0271111U0062;AMOXICILINA 50 MG/ML PÓ PARA SUSPENSÃO ORAL  100 ML;TRUE;BASICO
BR0271089U0042;AMOXICILINA 500 MG COMPRIMIDO;TRUE;BASICO
BR0271089U0041;AMOXICILINA 500 MG CÁPSULA ;TRUE;BASICO
BR0270556;AMPICILINA + SULBACTAM 1 G + 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0270555;AMPICILINA + SULBACTAM 2 G + 1 G PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0268207;AMPICILINA 1000 MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0448843U0074;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  150 ML;TRUE;OUTRO
BR0267139;AMPICILINA 50 MG/ML SUSPENSÃO ORAL  60 ML;TRUE;OUTRO
BR0267515-2;AMPICILINA 500 MG COMPRIMIDO;TRUE;OUTRO
BR0267515-1;AMPICILINA 500 MG CÁPSULA ;TRUE;OUTRO
BR0268393;AMPICILINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0268322;AMPRENAVIR 15 MG/ML MG/ML PÓ PARA SOLUÇÃO 240 ML;TRUE;OUTRO
BR0268320;AMPRENAVIR 150 MG CÁPSULA ;TRUE;OUTRO
BR0277649;ANAGRELIDA, CLORIDRATO 0,5 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;OUTRO
BR0448121;ANAMIRTA COCCULUS D4 + ASSOCIAÇÃO 210 + 30 + 30 MG COMPRIMIDO;TRUE;OUTRO
BR0278348;ANASTROZOL 1 MG COMPRIMIDO;TRUE;OUTRO
BR0398269;ANFEPRAMONA, CLORIDRATO 75 MG COMPRIMIDO DE LIBERAÇÃO PROLONGADA;FALSE;OUTRO
BR0332888;ANFOTERICINA B 100 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;TRUE;ESTRATEGICO
BR0276823;ANFOTERICINA B 100 MG SOLUÇÃO INJETÁVEL LIPOSSOMAL 20  ML;TRUE;OUTRO
BR0324358U0086;ANFOTERICINA B 5 MG/ML SUSPENSÃO INJETÁVEL 20 ML;TRUE;BASICO
BR0332887;ANFOTERICINA B 50 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL COLOIDAL;TRUE;OUTRO
BR0268395U0118;ANFOTERICINA B 50 MG PÓ PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;TRUE;ESTRATEGICO
BR0268394U0118;ANFOTERICINA B LIPOSSOMAL PÓ PARA SOLUÇÃO INJETÁVEL 50 MG ELENCO ESTADUAL ;TRUE;ESTRATEGICO
BR0379002;ANIDULAFUNGINA PÓ LIOF INJ (AMP) 100 MG;TRUE;OUTRO
BR0331309;ANLODIPINO, BESILATO + ATENOLOL 5 + 25 MG CÁPSULA ;TRUE;OUTRO
BR0331308;ANLODIPINO, BESILATO + ATENOLOL 5 MG + 50 MG CÁPSULA ;TRUE;OUTRO
BR0400091;ANLODIPINO, BESILATO + ATORVASTATINA 5 MG + 10 MG COMPRIMIDO;TRUE;OUTRO
BR0394915;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 2,5 MG+ 10 MG CÁPSULA ;TRUE;OUTRO
BR0364917;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5  MG +20 MG MG CÁPSULA ;TRUE;OUTRO
BR0394916;ANLODIPINO, BESILATO + BENAZEPRIL, CLORIDRATO 5 MG + 10 MG CÁPSULA ;TRUE;OUTRO
BR0270877;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 2,5 MG + 10MG CÁPSULA ;TRUE;OUTRO
BR0270878;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 5 MG + 10 MG CÁPSULA ;TRUE;OUTRO
BR0270879;ANLODIPINO, BESILATO + ENALAPRIL, MALEATO 5 MG+ 20 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;OUTRO
BR0343125;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 2,5 MG+ 50 MG COMPRIMIDO;TRUE;OUTRO
BR0343126;ANLODIPINO, BESILATO + LOSARTANA POTÁSSICA 5 MG + 100 MG CÁPSULA ;TRUE;OUTRO
BR0268896U0042;ANLODIPINO, BESILATO 10 MG COMPRIMIDO;TRUE;BASICO
BR0272435;ANLODIPINO, BESILATO 2,5 MG COMPRIMIDO;TRUE;OUTRO
BR0272434U0042;ANLODIPINO, BESILATO 5 MG COMPRIMIDO;TRUE;BASICO
BR0480912;ANTÍGENO, ÁCARO(MIX) 6 ML SOLUÇÃO ORAL;TRUE;OUTRO
BR0480912U0383;ANTÍGENO, ÁCARO(MIX) 8 ML SOLUÇÃO ORAL ESPECIALMENTE MANIPULADO;TRUE;OUTRO
BR0457206;APALUTAMIDA 60 MG COMP REV;TRUE;OUTRO
BR0429847;APIXABANA 2,5 MG COMP REV;TRUE;BASICO
 BR0429846;APIXABANA 5 MG COMP;TRUE;BASICO
BR0362266;APREPITANTO 2 CAP 80 MG + CÁPSULA  1 CAP 125 MG ;TRUE;BASICO
BR0404443;ARGININA + ORNITINA + CITRULINA 185 MG + 60 MG + 5 MG COMPRIMIDO;TRUE;OUTRO
BR0437411;ARGININA 0,25 MG/ML XAROPE  150 ML;TRUE;OUTRO
BR0437411U0324;ARGININA 0,25 MG/ML XAROPE  45 ML;TRUE;OUTRO
BR0430050-1;ARGININA 250 MG/ML XAROPE  600 ML;TRUE;BASICO
BR0414455;ARGININA 400 MG/ML XAROPE  450 ML;TRUE;OUTRO
BR0472780U0074;ARIPIPRAZOL 1 MG/ML SUSPENSÃO ORAL  150 ML;TRUE;OUTRO
BR0364780;ARIPIPRAZOL 10 MG COMPRIMIDO ;TRUE;BASICO
BR0284101;ARIPIPRAZOL 15 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0364781;ARIPIPRAZOL 20 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0476830U0097;ARIPIPRAZOL 20 MG/ML SUSPENSÃO ORAL  30 ML;FALSE;OUTRO
BR0286278;ARIPIPRAZOL 30 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0451596U0023;ARNICA 10 % GEL 30 G;FALSE;OUTRO
BR0451596U0042;ARNICA MONTANA D2 + ASSOCIAÇÃO 301,5 MG COMPRIMIDO SUBLINGUAL;FALSE;OUTRO
BR0400564-4;ARTEMETER + LUMEFANTRINA 20 + 120 MG COMPRIMIDO 35 KG (BLISTER C/24 COMPRIMIDOS);TRUE;ESTRATEGICO
BR0400564;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0400564-2;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO 15 - 24 KG (BLISTER C/12 COMPRIMIDOS);TRUE;ESTRATEGICO
BR0400564-3;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO 25 - 34 KG (BLISTER C/18 COMPRIMIDOS);TRUE;ESTRATEGICO
BR0400564U0042;ARTEMETER + LUMEFANTRINA 20 MG + 120 MG COMPRIMIDO 5 - 14 KG (BLISTER C/6 COMPRIMIDOS);TRUE;ESTRATEGICO
BR0266665U0005;ARTEMETER 80 MG/ML SOLUÇÃO INJETÁVEL 1  ML;TRUE;ESTRATEGICO
BR0370120-1;ARTESUNATO + MEFLOQUINA 100 + 220  MG COMPRIMIDO (3 COMP) 6 A 11 ANOS;TRUE;ESTRATEGICO
BR0370120U0042;ARTESUNATO + MEFLOQUINA 100 + 220 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0370120-2;ARTESUNATO + MEFLOQUINA 100 + 220 MG COMPRIMIDO (6 COMP) 12 ANOS OU MAIS;TRUE;ESTRATEGICO
BR0370119U0042;ARTESUNATO + MEFLOQUINA 25 + 55 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0370119-1;ARTESUNATO + MEFLOQUINA 25 + 55 MG COMPRIMIDO (3 COMP) 6 A 11 MESES;TRUE;ESTRATEGICO
BR0370119-2;ARTESUNATO + MEFLOQUINA 25 + 55 MG COMPRIMIDO (6 COMP) 1 A 5 ANOS;TRUE;ESTRATEGICO
BR0328513U0118;ARTESUNATO DE SÓDIO 60 MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;ESTRATEGICO
BR0297696U0165;ARTICAÍNA ASSOCIADA COM EPINEFRINA 4 % + 1/200.000 SOLUÇÃO INJETÁVEL 1,8 ML;TRUE;OUTRO
BR0297697U0165;ARTICAÍNA ASSOCIADA COM EPINEFRINA 4% + 1/100.000 SOLUÇÃO INJETÁVEL 1,8 ML;TRUE;OUTRO
BR0417028;ASENAPINA 10 MG COMPRIMIDO SUBLINGUAL ;TRUE;BASICO
BR0417026;ASENAPINA 5 MG COMPRIMIDO SUBLINGUAL  ;TRUE;BASICO
BR0305252;ASPARAGINASE 10000 UI PÓ LIOF INJ (FR-AMP) ELENCO ESTADUAL ;TRUE;BASICO
BR0395520;ASPARTATO DE MAGNÉSIO + CARBONATO DE CALCIO +  RANITIDINA + COLECALCIFEROL 50 + 500 + 150 MG + 400 UI CÁPSULA ;TRUE;BASICO
BR0387628;ASPARTATO, L-ARGININA 250 MG COMPRIMIDO ;TRUE;BASICO
BR0268819;ATAZANAVIR 150 MG CÁPSULA ;TRUE;ESTRATEGICO
BR0268820U0041;ATAZANAVIR 200 MG CÁPSULA ;TRUE;ESTRATEGICO
BR0363843U0041;ATAZANAVIR 300 MG CÁPSULA ;TRUE;ESTRATEGICO
BR0270779;ATENOLOL +  NIFEDIPINO 50 + 20 MG COMPRIMIDO ;TRUE;BASICO
BR0270791;ATENOLOL + CLORTALIDONA 100 + 25 MG COMPRIMIDO ;TRUE;BASICO
BR0270793;ATENOLOL + CLORTALIDONA 25+12,5 MG COMPRIMIDO;TRUE;BASICO
BR0270792;ATENOLOL + CLORTALIDONA 50 + 12,5 MG COMPRIMIDO ;TRUE;BASICO
BR0267518U0042;ATENOLOL 100 MG COMPRIMIDO;TRUE;BASICO
BR0267516;ATENOLOL 25 MG COMPRIMIDO;TRUE;BASICO
BR0267517U0042;ATENOLOL 50 MG COMPRIMIDO;TRUE;BASICO
BR0449866;ATEZOLIZUMABE 60 MG/ML SOLUÇÃO INJETÁVEL 20 ML;TRUE;OUTRO
BR0447845;ATIPAMEZOLE 10 ML SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0268080U0042;ATORVASTATINA 10 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268081U0042;ATORVASTATINA 20 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268082U0042;ATORVASTATINA 40 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0291549U0042;ATORVASTATINA 80 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268080;ATORVASTATINA CÁLCICA 10 MG COMPRIMIDO ;TRUE;BASICO
BR0268081;ATORVASTATINA CÁLCICA 20 MG COMPRIMIDO ;TRUE;BASICO
BR0268082;ATORVASTATINA CÁLCICA 40 MG COMPRIMIDO ;TRUE;BASICO
BR0291549;ATORVASTATINA CÁLCICA 80 MG COMPRIMIDO ;TRUE;BASICO
BR0268396-1;ATRACÚRIO 10 MG/ML SOLUÇÃO INJETÁVEL 2,5 ML;TRUE;BASICO
BR0268396;ATRACÚRIO 10 MG/ML SOLUÇÃO INJETÁVEL 5 ML;TRUE;BASICO
BR0268214U0005;ATROPINA, SULFATO 0,25 MG/ML SOLUÇÃO INJETÁVEL 1 ML;TRUE;BASICO
BR0277934-1;ATROPINA, SULFATO 0,5 MG/ML SOLUÇÃO INJETÁVEL  1 ML ;TRUE;BASICO
BR0478760;ATROPINA, SULFATO 1 MG/ML SOLUÇÃO INJETÁVEL 1 ML;TRUE;BASICO
BR0478760U0106;ATROPINA, SULFATO 1 MG/ML SOLUÇÃO INJETÁVEL 5 ML;TRUE;BASICO
BR0271051;ATROPINA, SULFATO 10 MG/ML SOLUÇÃO OFTÁLMICA 5 ML ;TRUE;BASICO
BR0433795U0106;ATROPINA, SULFATO 2 MG/ML SOLUÇÃO INJETÁVEL 5 ML;TRUE;BASICO
BR0271050;ATROPINA, SULFATO 5 MG/ML SOLUÇÃO OFTÁLMICA 5 ML ;TRUE;BASICO
BR0465439;AVELUMABE 20 MG/ML INJ (FR) 10 ML;TRUE;OUTRO
BR0439259;AXITINIBE 5 MG COMPRIMIDO;TRUE;OUTRO
BR0383436;AZACITIDINA 100 MG PÓ PARA SOLUÇÃO INJETÁVEL ;TRUE;BASICO
BR0268083U0042;AZATIOPRINA 50 MG COMP GRUPO 2 ;TRUE;ESPECIALIZADO
BR0268083;AZATIOPRINA 50 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0278357;AZELASTINA, CLORIDRATO 1 MG/ML AEROSSOL NASAL 10 ML ;TRUE;BASICO
BR0278356;AZELASTINA, CLORIDRATO 1 MG/ML SOLUÇÃO NASAL  10 ML ;TRUE;BASICO
BR026895U0042;AZITROMICINA 1 G COMPRIMIDO;TRUE;OUTRO
BR0268946U0042;AZITROMICINA 250 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0314517U0155;AZITROMICINA 40 MG/ML 1200 MG PÓ PARA SUSPENSÃO 30 ML;TRUE;BASICO
BR0314517U0059;AZITROMICINA 40 MG/ML 1500 MG PÓ PARA SUSPENSÃO 37,5 ML;TRUE;BASICO
BR0314517U0108;AZITROMICINA 40 MG/ML 600 MG PÓ PARA SUSPENSÃO 15 ML ELENCO ESTADUAL ;TRUE;BASICO
BR0314517U0117;AZITROMICINA 40 MG/ML 900 MG PÓ PARA SUSPENSÃO 22,5 ML;TRUE;BASICO
BR0267140U0042;AZITROMICINA 500 MG COMPRIMIDO ELENCO ESTADUAL ;TRUE;BASICO
BR0268952;AZITROMICINA 500 MG PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0268397;AZTREONAM 1 G PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;OUTRO
BR0277529;AZUL DE METILENO 1 % SOLUÇÃO INJETÁVEL  2 ML ;TRUE;BASICO
BR0404137;AZUL DE METILENO 2% FORMULAÇÃO ESPECIALMENTE MANIPULADA SOLUÇÃO TÓPICA 20 ML;TRUE;OUTRO
BR0327563;AZUL DE TRYPAN 0,1 % SOLUÇÃO INJETÁVEL  1 ML ;TRUE;BASICO
BR0363099;AZUL DE TRYPAN 0,1 % SOLUÇÃO OFTÁLMICA 1 ML ;TRUE;BASICO
BR0489024;BACILLUS CEREUS 1.000.000 SOLUÇÃO ORAL 5 ML;FALSE;OUTRO
BR0436302;BACILLUS CLAUSII SOLUÇÃO 5ML;FALSE;OUTRO
BR0271746;BACLOFENO 10 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;BASICO
BR0426921;BACLOFENO 20 MG COMPRIMIDO ;FALSE;BASICO
BR0298574-3;BAMBUTEROL, CLORIDRATO 1 MG/ML SOL ORAL (FR) 100 ML;FALSE;BASICO
BR0298574-2;BAMBUTEROL, CLORIDRATO 1 MG/ML SOL ORAL (FR) 120 ML ;FALSE;BASICO
BR0298574-5;BAMBUTEROL, CLORIDRATO 1 MG/ML SOL ORAL (FR) 20 ML ;FALSE;BASICO
BR0298574-1;BAMBUTEROL, CLORIDRATO 1 MG/ML SOL ORAL (FR) 200 ML ;FALSE;BASICO
BR0298574-4;BAMBUTEROL, CLORIDRATO 1 MG/ML SOL ORAL (FR) 60 ML;FALSE;BASICO
BR0272028;BAMIFILINA, CLORIDRATO 300 MG DRÁGEA;FALSE;BASICO
BR0272027;BAMIFILINA, CLORIDRATO 600 MG COMPRIMIDO ;FALSE;BASICO
BR0272027U0046;BAMIFILINA, CLORIDRATO 600 MG DRÁGEA;FALSE;BASICO
BR040442-1;BARBATIMÃO 10% CREME  10G;FALSE;OUTRO
BR040442;BARBATIMÃO 10% CREME  60G;FALSE;OUTRO
BR0473091;BARICITINIBE 2 MG COMPRIMIDO;FALSE;OUTRO
BR0473091U0042;BARICITINIBE 2 MG COMPRIMIDO GRUPO 1.A;TRUE;ESPECIALIZADO
BR0472278;BARICITINIBE 4 MG COMPRIMIDO;FALSE;OUTRO
BR0472278U0042;BARICITINIBE 4 MG COMPRIMIDO GRUPO 1.A;TRUE;ESPECIALIZADO
BR0292409;BASILIXIMABE 20 MG PÓ LIOFILIZADO ;FALSE;BASICO
BR0267587E;BECLOMETASONA 200 MCG CAP INAL (FR DE 100 DOSES) GRUPO 2 ;FALSE;ESPECIALIZADO
BR0267586E;BECLOMETASONA 200 MCG CAP INAL GRUPO 2 ;FALSE;ESPECIALIZADO
BR0267590E;BECLOMETASONA 250 MCG SPRAY (FR DE 200 DOSES) GRUPO 2 ;FALSE;ESPECIALIZADO
BR0267907E;BECLOMETASONA 400 MCG CAP INAL GRUPO 2 ;FALSE;ESPECIALIZADO
BR0267589E;BECLOMETASONA 400 MCG PÓ INAL (FR DE 100 DOSES) GRUPO 2 ;FALSE;ESPECIALIZADO
BR0470130;BECLOMETASONA DIPROPIONATO, ASSOC. C, BROMETO GLICOPIRRÔNIO E FORMOTEROL 100 + 12,5 + 6  MCG AEROSSOL ORAL 120 DOSES ELENCO ESTADUAL ;FALSE;BASICO
BR0407441;BECLOMETASONA, DIPROPIONATO + FORMOTEROL, FUMARATO 100 + 6 MCG/DOSE AEROSSOL ORAL 120 DOSES ;FALSE;BASICO
BR0407441U0066;BECLOMETASONA, DIPROPIONATO + FORMOTEROL, FUMARATO 100 + 6 MCG/DOSE PÓ INAL (FR DE 100 DOSES) 120 DOSE;FALSE;OUTRO
BR0352411;BECLOMETASONA, DIPROPIONATO + SALBUTAMOL 400MG + 800MCG  SUSPENSÃO PARA NEBULIZAÇÃO 2 ML;FALSE;BASICO
BR0284429;BECLOMETASONA, DIPROPIONATO + SALBUTAMOL 50 + 100 MCG/DOSE SUSPENSÃO PARA NEBULIZAÇÃO  COM ESPAÇADOR ORAL 200 DOSES;FALSE;BASICO
BR0267587;BECLOMETASONA, DIPROPIONATO 200 MCG AER BUCAL (FR DE 200 DOSES) 200 DOSES;FALSE;BASICO
BR0267586U0041;BECLOMETASONA, DIPROPIONATO 200 MCG CÁPSULA  60 DOSES;TRUE;BASICO
BR0267587U0061;BECLOMETASONA, DIPROPIONATO 200 MCG/DOSE PÓ PARA INALAÇÃO ORAL 100 DOSES;TRUE;BASICO
BR0267590;BECLOMETASONA, DIPROPIONATO 250 MCG/DOSE AEROSSOL NASAL 200 DOSES;TRUE;BASICO
BR0466172;BECLOMETASONA, DIPROPIONATO 250 MCG/DOSE AEROSSOL ORAL 200 DOSES, COM INALADOR;FALSE;BASICO
BR0267581U0084;BECLOMETASONA, DIPROPIONATO 250 MCG/DOSE SOLUÇÃO ORAL 200 DOSES;TRUE;BASICO
BR0267585U0109;BECLOMETASONA, DIPROPIONATO 400 MCG CÁPSULA  60 DOSES ELENCO ESTADUAL ;TRUE;BASICO
BR0267589U0061;BECLOMETASONA, DIPROPIONATO 400 MCG PÓ PARA INALAÇÃO ORAL 100 DOSES ;TRUE;BASICO
BR0267907;BECLOMETASONA, DIPROPIONATO 400 MCG/ML SUSPENSÃO PARA AEROSSOLTERAPIA 2 ML ;FALSE;BASICO
BR0267582U0573;BECLOMETASONA, DIPROPIONATO 50 MCG/DOSE AEROSSOL NASAL 130 DOSES;TRUE;BASICO
BR0267582U0084;BECLOMETASONA, DIPROPIONATO 50 MCG/DOSE AEROSSOL NASAL 200 DOSES;TRUE;BASICO
BR0346586U0573;BECLOMETASONA, DIPROPIONATO 50 MCG/DOSE AEROSSOL ORAL 130 DOSES;TRUE;BASICO
BR0346586U0084;BECLOMETASONA, DIPROPIONATO 50 MCG/DOSE AEROSSOL ORAL 200 DOSES;TRUE;BASICO
BR0475935;BEDAQUILINA 100 MG COMPRIMIDO ELENCO ESTADUAL ;FALSE;ESTRATEGICO
BR0427613;BELIMUMABE 120 MG PÓ LIOF INJ (AMP);TRUE;BASICO
BR0474745;BELIMUMABE 200 MG/ML PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0427614;BELIMUMABE 400 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL;FALSE;OUTRO
BR0320829;BENAZEPRIL, CLORIDRATO + HIDROCLOROTIAZIDA 10 + 12,5 MG COMPRIMIDO;FALSE;BASICO
BR0320825;BENAZEPRIL, CLORIDRATO 10 MG COMPRIMIDO ;FALSE;BASICO
BR0320824;BENAZEPRIL, CLORIDRATO 5 MG COMPRIMIDO ;FALSE;BASICO
BR0271747;BENCICLANO, FUMARATO 100 MG COMPRIMIDO ;FALSE;BASICO
BR0271748;BENCICLANO, FUMARATO 200 MG COMPRIMIDO ;FALSE;BASICO
BR0428804;BENDAMUSTINA 100 MG PÓ LIOFILIZADO;TRUE;BASICO
BR0450760U0118;BENDAMUSTINA 25 MG AMP;FALSE;OUTRO
BR0410989;BENFOTIAMINA 150 MG DRÁGEA ;FALSE;BASICO
BR0293327;BENJOIM 20% TINTURA 1 L;FALSE;OUTRO
BR0459790;BENRALIZUMABE 30 MG/ML SOL INJ (SER PREENC) 1 ML;FALSE;OUTRO
BR0400921;BENZALCÔNIO, CLORETO + CETRIMÔNIO, BROMETO 0,2 + 2 MG CREME  40 G ;FALSE;BASICO
BR0284109;BENZBROMARONA 100 MG COMPRIMIDO ;FALSE;BASICO
BR0272176;BENZIDAMINA, CLORIDRATO 1,5 MG/ML SPRAY ORAL 30 ML;FALSE;OUTRO
BR0272174;BENZIDAMINA, CLORIDRATO 30 MG/ML SOLUÇÃO ORAL  20 ML ;FALSE;BASICO
BR0292788;BENZIDAMINA, CLORIDRATO 500 MG PÓ SACHE 9,4 G ;FALSE;BASICO
BR0270612U0118;BENZILPENICILINA BENZATINA 1.200.000 UI PÓ PARA SUSPENSÃO INJETÁVEL ;TRUE;BASICO
BR0270612U0162;BENZILPENICILINA BENZATINA 1.200.000 UI SUSPENSÃO INJETÁVEL 4 ML;TRUE;BASICO
BR0270613U0118;BENZILPENICILINA BENZATINA 600.000 UI PÓ PARA SUSPENSÃO INJETÁVEL ;TRUE;BASICO
BR0270613;BENZILPENICILINA BENZATINA 600.000 UI SUSPENSÃO INJETÁVEL;TRUE;BASICO
BR0270615U0391;BENZILPENICILINA POTÁSSICA 1.000.000UI SOL INJ (FR) 2ML;FALSE;OUTRO
BR0270612U0391;BENZILPENICILINA POTÁSSICA 1.200.000 UI SOLUÇÃO INJETÁVEL 2 ML;TRUE;BASICO
BR0270616U0118;BENZILPENICILINA POTÁSSICA 5.000.000 UI PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;BASICO
BR0270614;BENZILPENICILINA PROCAÍNA + BENZILPENICILINA POTÁSSICA  300.000 +100.000 UI PÓ PARA SOLUÇÃO INJETÁVEL;TRUE;BASICO
BR0270614U0118;BENZILPENICILINA PROCAÍNA + BENZILPENICILINA POTÁSSICA 400.000 UI PÓ PARA SUSPENSÃO INJETÁVEL ;TRUE;BASICO
BR0268953U0042;BENZNIDAZOL 100 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0409539U0042;BENZNIDAZOL 12,5 MG COMPRIMIDO;TRUE;ESTRATEGICO
BR0438039;BENZOATO DE ALOGLIPTINA 12,5 MG COMP;FALSE;OUTRO
BR0436169;BENZOATO DE ALOGLIPTINA 25 MG COMP;TRUE;OUTRO
BR0438041;BENZOATO DE ALOGLIPTINA 6,25 MG COMP;FALSE;OUTRO
BR0311143;BENZOATO DE BENZILA 100 MG/G SABONETE 50 G ;FALSE;BASICO
BR0311143-1;BENZOATO DE BENZILA 100 MG/G SABONETE 80 G ;FALSE;BASICO
BR0308726-1;BENZOATO DE BENZILA 250 MG/ML EMULSÃO TÓPICA 100 ML ;FALSE;BASICO
BR0308726;BENZOATO DE BENZILA 250 MG/ML EMULSÃO TÓPICA 60 ML ;FALSE;BASICO
BR0393999;BENZOATO DE SÓDIO 100 MG/ML SOLUÇÃO ORAL 20 ML;TRUE;BASICO
BR0399097;BENZOATO DE SÓDIO 200 MG/ML SOLUÇÃO ORAL 45 ML;FALSE;OUTRO
BR0414456-1;BENZOATO DE SÓDIO 200 MG/ML XAROPE  150 ML ;FALSE;BASICO
BR0414456;BENZOATO DE SÓDIO 200 MG/ML XAROPE  450 ML ;FALSE;BASICO
BR0414456-2;BENZOATO DE SÓDIO 4/20 G/ML XAROPE  1200 ML;TRUE;BASICO
BR0449425;BENZOATO DE SÓDIO, CMC, SORBITOL, GLICEROL E XAROPE SIMPLES 2% + 2,5% + 10% + 10% + 10 % SPRAY ORAL FORMULA ESPECIALMENTE MANIPULADA 100 ML;FALSE;OUTRO
BR0272150;BENZOCAÍNA + BENZOXIQUINA + BENZETÔNIO + MENTOL 4,5 + 1,2 + 0,1 + 0,5 MG AEROSSOL 43 G;FALSE;BASICO
BR0404425-1;BENZOCAÍNA + TRICLOSANA + MENTOL (45+5+5) MG/G CREME  20 G ;FALSE;BASICO
BR0404425-2;BENZOCAÍNA + TRICLOSANA + MENTOL (45+5+5) MG/G CREME  30 G ;FALSE;BASICO
BR0405900;BENZOCAÍNA + TRICLOSANA + MENTOL 45+5+5 MG/G AEROSSOL;TRUE;BASICO
BR0272913;BENZOCAÍNA, GEL TÓPICO;FALSE;OUTRO
BR0395836;BENZOILMETRONIDAZOL, ASSOCIADO À NISTATINA E CLORETO DE BENZALCÔNIO 62,5 MG + 25.000 UI + 1,25 MG/G CREME VAGINAL  40 G;FALSE;OUTRO
BR0353397-1;BERACTANTO (TENSOATIVO PULMONAR ORIGEM ANIMAL) 25 MG/ML SUSPENSÃO INJETÁVEL 4 ML ;FALSE;BASICO
BR0353397-2;BERACTANTO (TENSOATIVO PULMONAR ORIGEM ANIMAL) 25 MG/ML SUSPENSÃO INJETÁVEL 8 ML ;FALSE;BASICO
BR0412122;BETACAROTENO 5 MG CÁPSULA  ;FALSE;BASICO
BR0406485;BETAEPOETINA 50 MCG SOLUÇÃO INJETÁVEL  0,3 ML ;FALSE;BASICO
BR0357119;BETAGALSIDASE 35 MG PÓ LIOF INJ (FR-AMP) ELENCO ESTADUAL ;FALSE;BASICO
BR0357118;BETAGALSIDASE 5 MG PÓ LIOFILIZADO PARA SOLUÇÃO INJETÁVEL ELENCO ESTADUAL ;FALSE;BASICO
BR0277434U0135;BETAINTERFERONA 1A 12.000.000UI (44MCG) SOL INJ (SER PREENC) GRUPO 1.A;TRUE;ESPECIALIZADO
BR0394310;BETAINTERFERONA 1A 22 MCG SOLUÇÃO INJETÁVEL COM SISTEMA DE APLICAÇÃO ;FALSE;BASICO
BR0394314;BETAINTERFERONA 1A 30 MCG SOL INJ (FR-AMP OU SER PREENC) ELENCO ESTADUAL ;FALSE;BASICO
