"id";"Name";"Description";"name_en";"id_pai"
D14;Neoplasia benigna do ouvido médio e do aparelho respiratório;D14   Neopl benig ouvido medio e aparelho respirat;Benign neoplasm of middle ear and respiratory syst;""
D15;Neoplasia benigna de outros órgãos intratorácicos e dos não especificados;D15   Neopl benig outr orgaos intratoracicos e NE;Benign neoplasm of other and unspecified intrathor;""
D16;Neoplasia benigna de osso e de cartilagem articular;D16   Neopl benig de osso e cartilagem articular;Benign neoplasm of bone and articular cartilage;""
D17;Neoplasia lipomatosa benigna;D17   Neopl lipomatosa benig;Benign lipomatous neoplasm;""
D18;Hemangioma e linfangioma de qualquer localização;D18   Hemangioma e linfangioma de qualquer localiz;Haemangioma and lymphangioma, any site;""
D19;Neoplasia benigna de tecido mesotelial;D19   Neopl benig de tec mesotelial;Benign neoplasm of mesothelial tissue;""
D20;Neoplasia benigna de tecido mole do retroperitônio e do peritônio;D20   Neopl benig tec mole retro- e peritonio;Benign neoplasm of soft tissue of retroperitoneum ;""
D21;Outras neoplasias benignas do tecido conjuntivo e de outros tecidos moles;D21   Outr neopl benig tec conj e outr tec moles;Other benign neoplasms of connective and other sof;""
D22;Nevos melanocíticos;D22   Nevos melanociticos;Melanocytic naevi;""
D23;Outras neoplasias benignas da pele;D23   Outr neopl benig da pele;Other benign neoplasms of skin;""
D24;Neoplasia benigna da mama;D24   Neopl benig da mama;Benign neoplasm of breast;""
D25;Leiomioma do útero;D25   Leiomioma do utero;Leiomyoma of uterus;""
D26;Outras neoplasias benignas do útero;D26   Outr neopl benig do utero;Other benign neoplasms of uterus;""
D27;Neoplasia benigna do ovário;D27   Neopl benig do ovario;Benign neoplasm of ovary;""
D28;Neoplasia benigna de outros órgãos genitais femininos e de órgãos não especificados;D28   Neopl benig outr org genitais femin e NE;Benign neoplasm of other and unspecified female ge;""
D29;Neoplasia benigna dos órgãos genitais masculinos;D29   Neopl benig dos orgaos genitais masc;Benign neoplasm of male genital organs;""
D30;Neoplasia benigna dos órgãos urinários;D30   Neopl benig dos orgaos urinarios;Benign neoplasm of urinary organs;""
D31;Neoplasia benigna do olho e anexos;D31   Neopl benig do olho e anexos;Benign neoplasm of eye and adnexa;""
D32;Neoplasia benigna das meninges;D32   Neopl benig das meninges;Benign neoplasm of meninges;""
D33;Neoplasia benigna do encéfalo e de outras partes do sistema nervoso central;D33   Neopl benig encef e out part sist nerv centr;Benign neoplasm of brain and other parts of centra;""
D34;Neoplasia benigna da glândula tireóide;D34   Neopl benig da gland tireoide;Benign neoplasm of thyroid gland;""
D35;Neoplasia benigna de outras glândulas endócrinas e das não especificadas;D35   Neopl benig de outr gland endocrinas e NE;Benign neoplasm of other and unspecified endocrine;""
D36;Neoplasia benigna de outras localizações e de localizações não especificadas;D36   Neopl benig de outr localiz e de localiz NE;Benign neoplasm of other and unspecified sites;""
D37;Neoplasia de comportamento incerto ou desconhecido da cavidade oral e dos órgãos digestivos;D37   Neopl comp incerto/desc cav oral e org dig;Neoplasm of uncertain or unknown behaviour of oral;""
D38;Neoplasia de comportamento incerto ou desconhecido do ouvido médio e dos órgãos respiratórios e intratorácicos;D38   Neopl comp inc/desc ouv med org resp intrat;Neoplasm of uncertain or unknown behaviour of midd;""
D39;Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais femininos;D39   Neopl comp incerto/desconh org genitais fem;Neoplasm of uncertain or unknown behaviour of fema;""
D40;Neoplasia de comportamento incerto ou desconhecido dos órgãos genitais masculinos;D40   Neopl comp incerto/desconh org genitais masc;Neoplasm of uncertain or unknown behaviour of male;""
D41;Neoplasia de comportamento incerto ou desconhecido dos órgãos urinários;D41   Neopl comp incerto/desconh orgaos urinarios;Neoplasm of uncertain or unknown behaviour of urin;""
D42;Neoplasia de comportamento incerto ou desconhecido das meninges;D42   Neopl comp incerto/desconhecido meninges;Neoplasm of uncertain or unknown behaviour of meni;""
D43;Neoplasia de comportamento incerto ou desconhecido do encéfalo e do sistema nervoso central;D43   Neopl comp inc/desc encefalo sist nerv centr;Neoplasm of uncertain or unknown behaviour of brai;""
D44;Neoplasia de comportamento incerto ou desconhecido das glândulas endócrinas;D44   Neopl comp incerto/desconh gland endocrinas;Neoplasm of uncertain or unknown behaviour of endo;""
D45;Policitemia vera;D45   Policitemia vera;Polycythaemia vera;""
D46;Síndromes mielodisplásicas;D46   Sindr mielodisplasicas;Myelodysplastic syndromes;""
D47;Outras neoplasias de comportamento incerto ou desconhecido dos tecidos linfático, hematopoético e tecidos correlatos;D47   Out neop comp inc/des tec linf hemat tec cor;Other neoplasms of uncertain or unknown behaviour ;""
D48;Neoplasia de comportamento incerto ou desconhecido de outras localizações e de localizações não especificadas;D48   Neopl comp inc/desconh outr localiz e NE;Neoplasm of uncertain or unknown behaviour of othe;""
D50;Anemia por deficiência de ferro;D50   Anemia p/defic de ferro;Iron deficiency anaemia;""
D51;Anemia por deficiência de vitamina B12;D51   Anemia p/defic de vitamina B12;Vitamin B12deficiency anaemia;""
D52;Anemia por deficiência de folato;D52   Anemia p/defic de folato;Folate deficiency anaemia;""
D53;Outras anemias nutricionais;D53   Outr anemias nutricionais;Other nutritional anaemias;""
D55;Anemia devida a transtornos enzimáticos;D55   Anemia dev transt enzimaticos;Anaemia due to enzyme disorders;""
D56;Talassemia;D56   Talassemia;Thalassaemia;""
D57;Transtornos falciformes;D57   Transt falciformes;Sickle-cell disorders;""
D58;Outras anemias hemolíticas hereditárias;D58   Outr anemias hemoliticas hereditarias;Other hereditary haemolytic anaemias;""
D59;Anemia hemolítica adquirida;D59   Anemia hemolitica adquir;Acquired haemolytic anaemia;""
D60;Aplasia pura da série vermelha, adquirida [eritroblastopenia];D60   Aplasia pura da serie vermelha adquir;Acquired pure red cell aplasia [erythroblastopenia;""
D61;Outras anemias aplásticas;D61   Outr anemias aplasticas;Other aplastic anaemias;""
D62;Anemia aguda pós-hemorrágica;D62   Anemia aguda pos-hemorragica;Acute posthaemorrhagic anaemia;""
D63;Anemia em doenças crônicas classificadas em outra parte;D63   Anemia em doenc cronicas COP;Anaemia in chronic diseases classified elsewhere;""
D64;Outras anemias;D64   Outr anemias;Other anaemias;""
D65;Coagulação intravascular disseminada [síndrome de desfibrinação];D65   Coagulacao intravascular disseminada;Disseminated intravascular coagulation [defibrinat;""
D66;Deficiência hereditária do fator VIII;D66   Defic hereditaria do fator VIII;Hereditary factor VIII deficiency;""
D67;Deficiência hereditária do fator IX;D67   Defic hereditaria do fator IX;Hereditary factor IX deficiency;""
D68;Outros defeitos da coagulação;D68   Outr defeitos da coagulacao;Other coagulation defects;""
D69;Púrpura e outras afecções hemorrágicas;D69   Purpura e outr afeccoes hemorragicas;Purpura and other haemorrhagic conditions;""
D70;Agranulocitose;D70   Agranulocitose;Agranulocytosis;""
D71;Transtornos funcionais dos neutrófilos polimorfonucleares;D71   Transt func neutrofilos polimorfonucleares;Functional disorders of polymorphonuclear neutroph;""
D72;Outros transtornos dos glóbulos brancos;D72   Outr transt dos globulos brancos;Other disorders of white blood cells;""
D73;Doenças do baço;D73   Doenc do baco;Diseases of spleen;""
D74;Metemoglobinemia;D74   Metemoglobinemia;Methaemoglobinaemia;""
D75;Outras doenças do sangue e dos órgãos hematopoéticos;D75   Outr doenc sangue e orgaos hematopoeticos;Other diseases of blood and blood-forming organs;""
D76;Algumas doenças que envolvem o tecido linforreticular e o sistema reticulohistiocítico;D76   Alg doenc q env tec linforr e sist reticuloh;Other specified diseases with participation of lym;""
D77;Outros transtornos do sangue e dos órgãos hematopoéticos em doenças classificadas em outra parte;D77   Outr transt sangue e org hematop doenc COP;Other disorders of blood and blood-forming organs ;""
D80;Imunodeficiência com predominância de defeitos de anticorpos;D80   Imunodefic c/predom defeitos anticorpos;Immunodeficiency with predominantly antibody defec;""
D81;Deficiências imunitárias combinadas;D81   Defic imunitarias combinadas;Combined immunodeficiencies;""
D82;"Imunodeficiência associada com outros defeitos ""major""";D82   Imunodeficiencia assoc c/outr defeitos major;Immunodeficiency associated with other major defec;""
D83;Imunodeficiência comum variável;D83   Imunodeficiencia comum variavel;Common variable immunodeficiency;""
D84;Outras imunodeficiências;D84   Outr imunodeficiencias;Other immunodeficiencies;""
D86;Sarcoidose;D86   Sarcoidose;Sarcoidosis;""
D89;Outros transtornos que comprometem o mecanismo imunitário não classificados em outra parte;D89   Outr transt q comprom mecanismo imunit NCOP;Other disorders involving the immune mechanism, no;""
E00;Síndrome de deficiência congênita de iodo;E00   Sindr de defic congen de iodo;Congenital iodine-deficiency syndrome;""
E01;Transtornos tireoidianos e afecções associadas, relacionados à deficiência de iodo;E01   Transt tireoid e afecc assoc rel defic iodo;Iodine-deficiency-related thyroid disorders and al;""
E02;Hipotireoidismo subclínico por deficiência de iodo;E02   Hipotireoidismo subclinico p/defic de iodo;Subclinical iodine-deficiency hypothyroidism;""
E03;Outros hipotireoidismos;E03   Outr hipotireoidismos;Other hypothyroidism;""
E04;Outros bócios não-tóxicos;E04   Outr bocios nao-toxicos;Other nontoxic goitre;""
E05;Tireotoxicose [hipertireoidismo];E05   Tireotoxicose;Thyrotoxicosis [hyperthyroidism];""
E06;Tireoidite;E06   Tireoidite;Thyroiditis;""
E07;Outros transtornos da tireóide;E07   Outr transt da tireoide;Other disorders of thyroid;""
E10;Diabetes mellitus insulino-dependente;E10   Diabetes mellitus insulino-dependente;Type 1 diabetes mellitus;""
E11;Diabetes mellitus não-insulino-dependente;E11   Diabetes mellitus nao-insulino-dependemte;Type 2 diabetes mellitus;""
E12;Diabetes mellitus relacionado com a desnutrição;E12   Diabetes mellitus relac c/a desnutr;Malnutrition-related diabetes mellitus;""
E13;Outros tipos especificados de diabetes mellitus;E13   Outr tipos espec de diabetes mellitus;Other specified diabetes mellitus;""
E14;Diabetes mellitus não especificado;E14   Diabetes mellitus NE;Unspecified diabetes mellitus;""
E15;Coma hipoglicêmico não-diabético;E15   Coma hipoglicemico nao-diabetico;Nondiabetic hypoglycaemic coma;""
E16;Outros transtornos da secreção pancreática interna;E16   Outr transt da secrecao pancreatica interna;Other disorders of pancreatic internal secretion;""
E20;Hipoparatireoidismo;E20   Hipoparatireoidismo;Hypoparathyroidism;""
E21;Hiperparatireoidismo e outros transtornos da glândula paratireóide;E21   Hiperparatireoid e out transt gland paratir;Hyperparathyroidism and other disorders of parathy;""
E22;Hiperfunção da hipófise;E22   Hiperfuncao da hipofise;Hyperfunction of pituitary gland;""
E23;Hipofunção e outros transtornos da hipófise;E23   Hipofuncao e outr transt da hipofise;Hypofunction and other disorders of pituitary glan;""
E24;Síndrome de Cushing;E24   Sindr de Cushing;Cushing syndrome;""
E25;Transtornos adrenogenitais;E25   Transt adrenogenitais;Adrenogenital disorders;""
E26;Hiperaldosteronismo;E26   Hiperaldosteronismo;Hyperaldosteronism;""
E27;Outros transtornos da glândula supra-renal;E27   Outr transt da gland supra-renal;Other disorders of adrenal gland;""
E28;Disfunção ovariana;E28   Disfuncao ovariana;Ovarian dysfunction;""
E29;Disfunção testicular;E29   Disfuncao testicular;Testicular dysfunction;""
E30;Transtornos da puberdade não classificados em outra parte;E30   Transt da puberdade NCOP;Disorders of puberty, not elsewhere classified;""
E31;Disfunção poliglandular;E31   Disfuncao poliglandular;Polyglandular dysfunction;""
E32;Doenças do timo;E32   Doenc do timo;Diseases of thymus;""
E34;Outros transtornos endócrinos;E34   Outr transt endocrinos;Other endocrine disorders;""
E35;Transtornos das glândulas endócrinas em doenças classificadas em outra parte;E35   Transt das gland endocrinas em doenc COP;Disorders of endocrine glands in diseases classifi;""
E40;Kwashiorkor;E40   Kwashiorkor;Kwashiorkor;""
E41;Marasmo nutricional;E41   Marasmo nutricional;Nutritional marasmus;""
E42;Kwashiorkor marasmático;E42   Kwashiorkor marasmatico;Marasmic kwashiorkor;""
E43;Desnutrição protéico-calórica grave não especificada;E43   Desnutric proteico-calorica grave NE;Unspecified severe protein-energy malnutrition;""
E44;Desnutrição protéico-calórica de graus moderado e leve;E44   Desnutric proteico-calorica grau moder leve;Protein-energy malnutrition of moderate and mild d;""
E45;Atraso do desenvolvimento devido à desnutrição protéico-calórica;E45   Atraso desenv dev desnutric proteico-caloric;Retarded development following protein-energy maln;""
E46;Desnutrição protéico-calórica não especificada;E46   Desnutric proteico-calorica NE;Unspecified protein-energy malnutrition;""
E50;Deficiência de vitamina A;E50   Defic de vitamina A;Vitamin A deficiency;""
E51;Deficiência de tiamina;E51   Defic de tiamina;Thiamine deficiency;""
E52;Deficiência de niacina [pelagra];E52   Defic de niacina;Niacin deficiency [pellagra];""
E53;Deficiência de outras vitaminas do grupo B;E53   Defic de outr vitaminas do grupo B;Deficiency of other B group vitamins;""
E54;Deficiência de ácido ascórbico;E54   Defic de acido ascorbico;Ascorbic acid deficiency;""
E55;Deficiência de vitamina D;E55   Defic de vitamina D;Vitamin D deficiency;""
E56;Outras deficiências vitamínicas;E56   Outr defic vitaminicas;Other vitamin deficiencies;""
E58;Deficiência de cálcio da dieta;E58   Defic de calcio da dieta;Dietary calcium deficiency;""
E59;Deficiência de selênio da dieta;E59   Defic de selenio da dieta;Dietary selenium deficiency;""
E60;Deficiência de zinco da dieta;E60   Defic de zinco da dieta;Dietary zinc deficiency;""
E61;Deficiência de outros elementos nutrientes;E61   Defic de outr elementos nutrientes;Deficiency of other nutrient elements;""
E63;Outras deficiências nutricionais;E63   Outr defic nutricionais;Other nutritional deficiencies;""
E64;Seqüelas de desnutrição e de outras deficiências nutricionais;E64   Sequelas desnutric e outr defic nutricionais;Sequelae of malnutrition and other nutritional def;""
E65;Adiposidade localizada;E65   Adiposidade localizada;Localized adiposity;""
E66;Obesidade;E66   Obesidade;Obesity;""
E67;Outras formas de hiperalimentação;E67   Outr form de hiperalimentacao;Other hyperalimentation;""
