"id";"name";"location";"name_eng"
A08;preparações antiobesidade, excluindo produtos dietéticos;por;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08A;preparações antiobesidade, excluindo produtos dietéticos;por;ANTIOBESITY PREPARATIONS, EXCL. DIET PRODUCTS
A08AA;produtos antiobesidade de ação central;por;Centrally acting antiobesity products
A08AA01;fentermina;por;"phentermine; oral"
A08AA02;fenfluramina;por;"fenfluramine; oral (centrally acting antiobesity p"
A08AA03;anfepramona;por;"amfepramone; oral"
A08AA04;dexfenfluramina;por;"dexfenfluramine; oral"
A08AA05;mazindol;por;"mazindol; oral"
A08AA06;etilanfetamina;por;etilamfetamine
A08AA07;catina;por;"cathine; oral"
A08AA08;clobenzorex;por;"clobenzorex; oral"
A08AA09;mefenorex;por;"mefenorex; oral"
A08AA10;sibutramina;por;"sibutramine; oral"
A08AA56;efedrina, associações contendo;por;"ephedrine, combinations; systemic"
A08AB;produtos antiobesidade de ação periférica;por;Peripherally acting antiobesity products
A08AB01;orlistate;por;"orlistat; oral"
A08AX;outras preparações antiobesidade;por;Other antiobesity drugs
A08AX01;rimonabanto;por;"rimonabant; oral"
A09;digestivos, incluindo  enzimas;por;DIGESTIVES, INCL. ENZYMES
A09A;digestivos, incluindo  enzimas;por;DIGESTIVES, INCL. ENZYMES
A09AA;preparações contendo enzimas;por;Enzyme preparations
A09AA01;diastase;por;"diastase; inhalant, oral"
A09AA02;multienzimas (lipase, protease, etc.);por;multienzymes (lipase, protease etc.)
A09AA03;pepsina;por;"pepsin; inhalant, oral"
A09AA04;tilactase;por;"tilactase; inhalant, oral, topical"
A09AB;preparações ácidas;por;Acid preparations
A09AB01;cloridrato do ácido glutâmico;por;"glutamic acid hydrochloride; oral"
A09AB02;cloridrato de betaína;por;"betaine hydrochloride; oral"
A09AB03;ácido hidroclórico;por;"hydrochloric acid; systemic"
A09AB04;ácido cítrico;por;"citric acid; oral"
A09AC;preparações ácidas com enzimas, associações;por;Enzyme and acid preparations, combinations
A09AC01;preparados com pepsina e ácidos;por;"pepsin and acid preparations; systemic"
A09AC02;multienzimas e preparados de ácidos;por;"multienzymes and acid preparations; systemic"
A10;medicamentos utilizados no diabetes;por;DRUGS USED IN DIABETES
A10A;insulinas e análogos;por;INSULINS AND ANALOGUES
A10AB;insulinas e análogos, ação rápida;por;Insulins and analogues for injection, fast-acting
A10AB01;insulina (humana) de ação rápida;por;"insulin (human); parenteral (insulins and analog. "
A10AB02;insulina (bovina) de ação rápida;por;"insulin (beef); parenteral (insulins and analog. f"
A10AB03;insulina (porcina) de ação rápida;por;"insulin (pork); parenteral (insulins and analog. f"
A10AB04;insulina lispro de ação rápida;por;"insulin lispro; parenteral (insulins and analog. f"
A10AB05;insulina asparte de ação rápida;por;"insulin aspart; parenteral (insulins and analog. f"
A10AB06;insulina glulisina de ação rápida;por;"insulin glulisine; parenteral"
A10AB30;associações de insulinas de ação rápida;por;"combinations; parenteral (insulins and analog. for"
A10AC;insulinas e análogos, ação intermediária;por;Insulins and analogues for injection, intermediate
A10AC01;insulina (humana) de ação intermediária;por;"insulin (human); parenteral (insulins and analog. "
A10AC02;insulina (bovina) de ação intermediária;por;"insulin (beef); parenteral (insulins and analog. f"
A10AC03;insulina (porcina) de ação intermediária;por;"insulin (pork); parenteral (insulins and analog. f"
A10AC04;insulina lispro de ação intermediária;por;"insulin lispro; parenteral (insulins and analog. f"
A10AC30;associações de insulinas de ação intermediária;por;"combinations; parenteral (insulins and analog. for"
A10AD;insulinas e análogos, ação intermediária e ação rápida;por;Insulins and analogues for injection, intermediate
A10AD01;insulina (humana);por;"insulin (human); parenteral (insulins and analog. "
A10AD02;insulina (bovina);por;"insulin (beef); parenteral (insulins and analog. f"
A10AD03;insulina (porcina);por;"insulin (pork); parenteral (insulins and analog. f"
A10AD04;insulina lispro;por;"insulin lispro; parenteral (insulins and analog. f"
A10AD05;insulina asparte;por;"insulin aspart; parenteral (insulins and analog. f"
A10BH03;saxagliptina;por;"saxagliptin; oral"
A10AD30;associações de insulinas de ação rápida e/ou intermediária;por;"combinations; parenteral (insulins and analog. for"
A10AE;insulinas e análogos, ação longa;por;Insulins and analogues for injection, long-acting
A10AE01;insulina (humana) de ação longa;por;"insulin (human); parenteral (insulins and analog. "
A10AE02;insulina (bovina) de ação longa;por;"insulin (beef); parenteral (insulins and analog. f"
A10AE03;insulina (porcina) de ação longa;por;"insulin (pork); parenteral (insulins and analog. f"
A10AE04;insulina glargina de ação longa;por;"insulin glargine; parenteral"
A10AE05;insulina detemir de ação longa;por;"insulin detemir; parenteral"
A10AE30;associações de insulinas de ação longa;por;"combinations; parenteral (insulins and analog. for"
A10B;medicamentos hipoglicemiantes orais;por;BLOOD GLUCOSE LOWERING DRUGS, EXCL. INSULINS
A10BA;biguanidas;por;Biguanides
A10BA01;fenformina;por;"phenformin; oral"
A10BA02;metformina;por;"metformin; oral"
A10BA03;buformina;por;"buformin; oral"
A10BB;sulfonamidas, derivados da uréia;por;Sulfonylureas
A10BB01;glibenclamida;por;"glibenclamide; oral"
A10BB02;clorpropamida;por;"chlorpropamide; oral"
A10BB03;tolbutamida;por;"tolbutamide; oral"
A10BB04;glibornurida;por;"glibornuride; oral"
A10BB05;tolazamida;por;"tolazamide; oral"
A10BB06;carbutamida;por;"carbutamide; oral"
A10BB07;glipizida;por;"glipizide; oral"
A10BB08;gliquidona;por;"gliquidone; oral"
A10BB09;gliclazida;por;"gliclazide; oral"
A10BB10;metaexamida;por;"metahexamide; oral"
A10BB11;glisoxepida;por;"glisoxepide; oral"
A10BB12;glimepirida;por;"glimepiride; oral"
A10BB31;acetoexamida;por;"acetohexamide; oral"
A10BC;sulfonamidas (heterocíclicas);por;Sulfonamides (heterocyclic)
A10BC01;glimidina;por;"glymidine; oral"
A10BD;associações de fármacos hipoglicemiantes orais;por;Combinations of oral blood glucose lowering drugs
A10BD01;fenformina e sulfonamidas;por;"phenformin and sulfonylureas; oral"
A10BD02;metformina e sulfonamidas;por;"metformin and sulfonylureas; systemic"
A10BD03;metformina e rosiglitazona;por;"metformin and rosiglitazone; systemic"
A10BD04;glimepirida e rosiglitazona;por;"glimepiride and rosiglitazone; oral"
A10BD05;metformina e pioglitazona;por;"metformin and pioglitazone; systemic"
A10BD06;glimepirida e pioglitazona;por;"glimepiride and pioglitazone; oral"
A10BD07;metformina e sitagliptina;por;"metformin and sitagliptin; systemic"
A10BD08;metformina e vildagliptina;por;"metformin and vildagliptin; systemic"
A10BD12;pioglitazona e sitagliptina;por;"pioglitazone and sitagliptin; oral"
A10BF;inibidores da alfaglicosidase;por;Alpha glucosidase inhibitors
A10BF01;acarbose;por;"acarbose; oral"
A10BF02;miglitol;por;"miglitol; oral"
A10BF03;voglibose;por;"voglibose; oral"
A10BG;tiazolidinedionas;por;Thiazolidinediones
A10BG01;troglitazona;por;"troglitazone; oral"
A10BG02;rosiglitazona;por;"rosiglitazone; oral"
A10BG03;pioglitazona;por;"pioglitazone; oral"
A10BH;inibidores da dipeptidil-peptidase 4 (dpp-4);por;Dipeptidyl peptidase 4 (DPP-4) inhibitors
A10BH01;sitagliptina;por;"sitagliptin; oral"
A10BH02;vildagliptina;por;"vildagliptin; oral"
A10BH05;linagliptina;por;"linagliptin; oral"
A10BH51;sitagliptina e sinvastatina;por;"sitagliptin and simvastatin; oral, topical"
A10BX;outros fármacos hipoglicemiantes orais;por;Other blood glucose lowering drugs, excl. insulins
A10BX01;goma guar;por;"guar gum; systemic"
A10BX02;repaglinida;por;"repaglinide; oral"
A10BX03;nateglinida;por;"nateglinide; oral"
A10BX04;exenatida;por;"[U] exenatide; parenteral"
A10BX05;pramlintida;por;"pramlintide; parenteral"
A10BX06;benfluorex;por;"benfluorex; oral"
A10BX07;liraglutida;por;"[U] liraglutide; parenteral"
A10X;outros medicamentos utilizados em diabetes;por;OTHER DRUGS USED IN DIABETES
A10XA;inibidores da aldolase redutase;por;Aldose reductase inhibitors
A10XA01;tolrestate;por;"tolrestat; oral"
A11;vitaminas;por;VITAMINS
A11A;polivitamínicos, associações;por;MULTIVITAMINS, COMBINATIONS
A11AA;polivitamínicos associados com minerais;por;Multivitamins with minerals
A11AA01;polivitamínicos contendo ferro;por;"multivitamins and iron; systemic"
A11AA02;polivitamínicos contendo cálcio;por;"multivitamins and calcium; systemic"
A11AA03;polivitamínicos associados com outros minerais, incluindo associações de minerais;por;multivitamins and other minerals, incl. combinatio
A11AA04;polivitamínicos associados com oligoelementos;por;"multivitamins and trace elements; systemic"
A11AB;polivitamínicos, outras associações;por;Multivitamins, other combinations
A11B;polivitamínicos (somente vitaminas);por;MULTIVITAMINS, PLAIN
A11BA;polivitamínicos (somente vitaminas);por;Multivitamins, plain
A11C;vitaminas a, d , incluindo associações das duas;por;VITAMIN A AND D, INCL. COMBINATIONS OF THE TWO
A11CA;vitamina a (monodroga);por;Vitamin A, plain
A11CA01;retinol (vitamina a);por;"retinol (vit A); systemic"
A11CA02;betacaroteno;por;"betacarotene; oral, topical"
A11CB;vitamina a e d em associação;por;Vitamin A and D in combination
A11CC;vitamina d e análogos;por;Vitamin D and analogues
A11CC01;ergocalciferol;por;"ergocalciferol; systemic"
A11CC02;diidrotaquisterol;por;"dihydrotachysterol; oral"
A11CC03;alfacalcidol;por;"alfacalcidol; systemic"
A11CC04;calcitriol;por;"calcitriol; systemic"
A11CC05;colecalciferol;por;"colecalciferol; oral"
A11CC06;calcifediol;por;"calcifediol; oral, topical"
A11CC07;paricalcitol;por;"[U] paricalcitol; systemic"
A11CC20;associações de vitamina d e seus análogos;por;vitamin d and analogues - combinations
A11D;vitamina b1, monodroga ou associação com vitaminas b6 e b12;por;VITAMIN B1, PLAIN AND IN COMBINATION WITH VITAMIN 
A11DA;vitamina b1 (monodroga);por;Vitamin B1, plain
A11DA01;tiamina (vitamina b1);por;"thiamine (vit B1); systemic"
A11DA02;sulbutiamina;por;"sulbutiamine; oral"
A11DA03;benfotiamina;por;"benfotiamine; oral"
A11DB;vitamina b1 em associação com vitaminas b6 e/ou b12;por;Vitamin B1 in combination with vitamin B6 and/or v
A11E;complexo de vitaminas b, incluindo associações;por;VITAMIN B-COMPLEX, INCL. COMBINATIONS
A11EA;complexo vitamínico b (somente);por;Vitamin B-complex, plain
A11EB;complexo vitamínico b associado com vitamina c;por;Vitamin B-complex with vitamin C
A11EC;complexo vitamínico b associado com minerais;por;Vitamin B-complex with minerals
A11ED;complexo vitamínico b associado com esteróides anabolizantes;por;Vitamin B-complex with anabolic steroids
A11EX;complexo vitamínico b, outras associações;por;Vitamin B-complex, other combinations
A11G;ácido ascórbico (vitamina c) incluindo associações;por;ASCORBIC ACID (VITAMIN C), INCL. COMBINATIONS
A11GA;ácido ascórbico (vitamina c) (monodroga);por;Ascorbic acid (vitamin C), plain
A11GA01;ácido ascórbico;por;"ascorbic acid (vit C); systemic"
A11GB;ácido ascórbico (vitamina c), associações contendo;por;Ascorbic acid (vitamin C), combinations
A11GB01;ácido ascórbico (vitamina c) e cálcio;por;"ascorbic acid (vit C) and calcium; systemic"
A11H;outras preparações de vitaminas;por;OTHER PLAIN VITAMIN PREPARATIONS
A11HA;outras preparações vitamínicas monodroga;por;Other plain vitamin preparations
A11HA01;nicotinamida;por;"nicotinamide; oral"
A11HA02;piridoxina (vitamina b6);por;"pyridoxine (vit B6); systemic"
A11HA03;tocoferol (vitamina e);por;"tocopherol (vit E); systemic"
A11HA04;riboflavina (vitamina b2);por;"riboflavin (vit B2); systemic"
A11HA05;biotina;por;"biotin; systemic"
A11HA06;fosfato de piridoxal;por;"pyridoxal phosphate; systemic"
A11HA07;inositol;por;"inositol; oral"
A11HA08;tocofersolana;por;"tocofersolan; oral"
A11HA30;dexpantenol;por;"dexpanthenol; systemic"
A11HA31;pantotenato de cálcio;por;"calcium pantothenate; systemic"
A11HA32;pantetina;por;"pantethine; systemic"
A11J;outros produtos vitamínicos (associações);por;OTHER VITAMIN PRODUCTS, COMBINATIONS
A11JA;associações de vitaminas;por;Combinations of vitamins
A11JB;vitaminas combinadas com minerais;por;Vitamins with minerals
A11JC;vitaminas, outras associações;por;Vitamins, other combinations
A12;suplementos minerais;por;MINERAL SUPPLEMENTS
A12A;cálcio;por;CALCIUM
A12AA;cálcio;por;Calcium
A12AA01;fosfato de cálcio;por;"calcium phosphate; oral"
A12AA02;glibionato de cálcio;por;"calcium glubionate; parenteral"
A12AA03;glibionato de cálcio;por;"calcium gluconate; systemic"
A12AA04;carbonato de cálcio;por;"calcium carbonate; oral"
A12AA05;lactato de cálcio;por;"calcium lactate; oral"
A12AA06;lactato e gliconato de cálcio;por;"calcium lactate gluconate; oral"
A12AA07;cloreto de cálcio;por;"calcium chloride; parenteral (calcium)"
A12AA08;glicerolfosfato de cálcio;por;"calcium glycerylphosphate; systemic"
A12AA09;complexo de citrato de lisina e cálcio;por;"calcium citrate lysine complex; oral"
A12AA10;glicoeptonato de cálcio;por;"calcium glucoheptonate; oral"
A12AA11;pangamato de cálcio;por;calcium pangamate
A12AA12;acetato cálcio anidro;por;"[U] calcium acetate anhydrous; systemic"
A12AA20;cálcio (diferentes sais em associação);por;"calcium (different salts in combination); oral"
A12AA30;levulinato de cálcio;por;"calcium laevulate; parenteral"
A12AX;cálcio, associações com outros produtos;por;Calcium, combinations with vitamin D and/or other 
A12B;potássio;por;POTASSIUM
A12BA;potássio;por;Potassium
A12BA01;cloreto de potássio;por;"potassium chloride; oral"
A12BA02;citrato de potássio;por;"potassium citrate; oral"
A12BA03;hidrogenotartarato de potássio;por;"potassium hydrogentartrate; oral"
A12BA04;hidrogenocarbonato de potássio;por;"potassium hydrogencarbonate; oral"
A12BA05;gliconato de potássio;por;"potassium gluconate; oral"
A12BA30;associações de sais de potássio;por;potassium (different salts in combination)
A12BA51;cloreto de potássio, associações contendo;por;"potassium chloride, combinations; systemic"
A12C;outros suplementos minerais;por;OTHER MINERAL SUPPLEMENTS
A12CA;sódio;por;Sodium
A12CA01;cloreto de sódio;por;"sodium chloride; oral"
A12CA02;sulfato de sódio;por;"sodium sulfate; systemic"
A12CB;zinco;por;Zinc
A12CB01;sulfato de zinco;por;"zinc sulfate; oral"
A12CB02;gliconato de zinco;por;"zinc gluconate; systemic"
A12CB03;complexo de proteínas associado com zinco;por;"zinc protein complex; systemic"
A12CC;magnésio;por;Magnesium
A12CC01;cloreto de magnésio;por;"magnesium chloride; systemic"
A12CC02;sulfato de magnésio;por;"magnesium sulfate; systemic (magnesium)"
A12CC03;gliconato de magnésio;por;"magnesium gluconate; oral"
A12CC04;citrato de magnésio;por;"magnesium citrate; oral (magnesium)"
A12CC05;aspartato de magnésio;por;"magnesium aspartate; systemic"
A12CC06;lactato de magnésio;por;"magnesium lactate; systemic"
A12CC07;levulinato de magnésio;por;magnesium levulinate
A12CC08;pidolato de magnésio;por;"magnesium pidolate; systemic"
A12CC09;orotato de magnésio;por;"magnesium orotate; oral"
A12CC10;óxido de magnésio;por;"magnesium oxide; systemic (magnesium)"
A12CC30;magnésio (associação de diferentes sais);por;magnesium (different salts in combination)
A12CD;fluoreto;por;Fluoride
A12CD01;fluoreto de sódio;por;"sodium fluoride; oral (fluoride)"
A12CD02;monofluorfosfato de sódio;por;"sodium monofluorophosphate; oral (fluoride)"
A12CD51;fluoreto, associações contendo;por;"fluoride, combinations; systemic"
A12CE;selênio;por;Selenium
A12CE01;selenato de sódio;por;"sodium selenate; oral"
A12CE02;selenito de sódio;por;"sodium selenite; systemic"
A12CX;outros produtos minerais;por;Other mineral products
A13;tônicos;por;TONICS
A13A;tônicos;por;TONICS
A14;agentes anabolizantes para uso sistêmico;por;ANABOLIC AGENTS FOR SYSTEMIC USE
A14A;esteróides anabolizantes;por;ANABOLIC STEROIDS
A14AA;esteróides anabolizantes derivados do androstano;por;Androstan derivatives
A14AA01;androstanolona;por;"androstanolone; systemic (androstan derivatives)"
A14AA02;estanozolol;por;"stanozolol; systemic"
A14AA03;metandienona;por;"metandienone; oral"
A14AA04;metenolona;por;"metenolone; systemic"
A14AA05;oximetolona;por;"oxymetholone; oral"
A14AA06;quimbolona;por;"quinbolone; systemic"
